Trajectories
100
,,Ben_Johnston:Base,,,Ben_Johnston:L5,,,Ben_Johnston:UpperVert,,,Ben_Johnston:Shoulder,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
30,0,54.0338,418.973,1026.64,51.2599,419.035,1202.16,55.6824,366.178,1467.25,-52.3824,411.375,1358.78
31,0,53.8331,420.37,1027.33,51.1813,418.467,1203.45,55.567,362.952,1467.92,-52.474,408.98,1359.81
32,0,53.665,421.825,1028,51.07,417.821,1204.74,55.3857,359.476,1468.61,-52.6325,406.551,1360.83
33,0,53.4552,423.37,1028.73,50.9865,417.183,1206.05,55.2101,355.782,1469.22,-52.7837,403.796,1361.97
34,0,53.2736,425.025,1029.43,50.8484,416.566,1207.43,54.9703,351.889,1469.82,-53.0404,401.05,1363.03
35,0,53.1088,426.817,1030.18,50.7741,415.861,1208.87,54.7383,347.703,1470.38,-53.3161,398.099,1364.12
36,0,52.8904,428.723,1030.93,50.6295,415.223,1210.4,54.4417,343.305,1470.82,-53.554,394.905,1365.21
37,0,52.6433,430.774,1031.79,50.4753,414.553,1211.96,54.181,338.641,1471.16,-53.7889,391.514,1366.28
38,0,52.4924,432.881,1032.6,50.3347,413.819,1213.58,53.841,333.639,1471.42,-54.1113,388.036,1367.32
39,0,52.2385,435.139,1033.46,50.1798,413.065,1215.24,53.5461,328.404,1471.53,-54.3977,384.305,1368.26
40,0,52.0531,437.542,1034.29,49.9517,412.334,1216.94,53.1937,322.951,1471.45,-54.7689,380.447,1369.12
41,0,51.7934,440.088,1035.13,49.7685,411.559,1218.64,52.8458,317.145,1471.19,-55.1457,376.328,1369.84
42,0,51.6003,442.738,1036.01,49.5094,410.792,1220.34,52.5217,311.052,1470.74,-55.5102,371.926,1370.48
43,0,51.3984,445.524,1036.8,49.3326,409.984,1222.04,52.1635,304.663,1469.95,-55.8791,367.37,1370.92
44,0,51.17,448.442,1037.62,49.1543,409.078,1223.76,51.7903,298.019,1468.9,-56.3406,362.588,1371.24
45,0,50.9939,451.494,1038.39,48.9949,408.191,1225.51,51.1042,291.526,1467.65,-56.7044,357.543,1371.34
46,0,50.7636,454.707,1039.17,48.9001,407.162,1227.12,50.7609,284.288,1465.79,-57.1559,352.292,1371.17
47,0,50.5431,457.985,1039.93,48.8775,406.097,1228.63,50.429,276.838,1463.51,-57.4867,346.823,1370.66
48,0,50.3326,461.387,1040.61,48.8121,405.033,1230.04,50.0033,269.244,1460.77,-57.8579,341.158,1369.79
49,0,50.1198,464.963,1041.36,48.8596,403.764,1231.3,49.6432,261.327,1457.52,-58.2332,335.218,1368.52
50,0,49.9721,468.537,1042.02,48.9412,402.403,1232.41,49.2608,253.208,1453.72,-58.6164,329.225,1366.86
51,0,49.8249,472.166,1042.69,49.0172,400.935,1233.33,48.9708,244.953,1449.32,-58.9908,322.951,1364.72
52,0,49.6921,475.941,1043.29,49.1007,399.392,1234.02,48.6147,236.621,1444.31,-59.3743,316.52,1362.08
53,0,49.5938,479.752,1043.87,49.2735,397.721,1234.41,48.7124,227.715,1438.55,-59.7402,309.888,1358.88
54,0,49.5152,483.455,1044.38,49.3532,395.831,1234.43,48.5078,219.297,1432.23,-60.0909,303.135,1355.18
55,0,49.475,487.054,1044.82,49.4746,393.637,1234.03,48.3131,210.787,1425.41,-60.3887,296.333,1350.89
56,0,49.4912,490.556,1045.18,49.561,391.186,1233.2,47.7102,202.802,1418.22,-61.0115,290.015,1346.16
57,0,49.6052,493.858,1045.46,49.8058,388.476,1231.93,47.4937,194.403,1410.09,-61.2572,283.007,1340.47
58,0,49.7648,497.004,1045.63,50.0575,385.537,1230.15,47.2759,186.195,1401.28,-61.5715,276.028,1334.03
59,0,49.9417,499.993,1045.68,50.3874,382.544,1227.81,46.8949,178.319,1391.87,-61.9653,269.27,1326.87
60,0,50.1196,502.761,1045.55,50.7218,379.527,1224.99,46.5769,170.654,1381.83,-62.3343,262.709,1318.98
61,0,50.1564,505.366,1045.23,50.9455,376.453,1221.71,46.087,163.034,1371.23,-62.8162,256.387,1310.53
62,0,50.1163,507.727,1044.67,51.2015,373.478,1218.11,45.7236,155.628,1360.24,-63.268,250.224,1301.66
63,0,50.0539,509.895,1043.98,51.1071,371.164,1214.4,45.3984,148.398,1348.98,-63.8059,244.192,1292.5
64,0,49.9695,511.962,1043.05,51.1632,367.773,1210.19,45.0576,141.407,1337.45,-64.3331,238.373,1283.1
65,0,50.0657,513.918,1041.94,50.9987,364.532,1206.02,44.6428,134.696,1325.82,-64.9899,232.67,1273.55
66,0,50.1293,515.815,1040.66,50.8149,361.364,1201.71,44.3671,128.225,1313.74,-65.8133,227.107,1263.77
67,0,50.2989,517.615,1039.15,50.6923,358.325,1197.3,43.6488,121.881,1301.56,-66.5822,221.721,1253.85
68,0,50.5478,519.375,1037.53,50.5609,355.347,1192.89,43.154,115.777,1289.11,-67.3926,216.475,1243.83
69,0,50.7013,521.044,1035.75,50.3607,352.411,1188.52,42.6106,109.935,1276.61,-68.2059,211.464,1233.83
70,0,50.9067,522.629,1033.89,50.0607,349.544,1184.19,42.1681,104.319,1264.11,-68.9496,206.527,1223.88
71,0,50.9767,524.035,1031.92,49.681,346.781,1179.85,41.71,98.9044,1251.69,-69.7853,201.704,1214.05
72,0,51.1705,525.298,1029.86,49.3281,343.898,1175.4,41.3389,93.73,1239.34,-70.5576,197.222,1204.4
73,0,51.2992,526.245,1027.76,49.036,341.101,1170.75,40.9566,88.8372,1227.14,-71.2595,192.891,1194.81
74,0,51.6065,526.943,1025.57,48.8625,338.263,1165.97,40.5596,84.2267,1215.04,-71.8574,188.839,1185.42
75,0,51.9746,527.376,1023.37,48.651,335.368,1160.95,40.3123,79.8669,1203.04,-72.3341,185.07,1176.24
76,0,52.0917,528.065,1021.26,48.6062,332.622,1155.99,40.0823,75.7375,1191.2,-72.5879,181.556,1167.15
77,0,52.5192,528.223,1018.88,48.5805,329.936,1151,39.832,71.9172,1179.51,-72.7306,178.281,1158.22
78,0,52.8886,528.268,1016.44,48.4122,327.24,1145.88,39.6583,68.3554,1168.06,-72.8449,175.21,1149.22
79,0,53.1004,528.252,1014.1,48.3511,324.524,1140.74,39.4763,65.0113,1156.68,-72.8959,172.284,1140.3
80,0,53.2468,528.208,1011.85,48.3285,321.864,1135.53,39.3272,61.846,1145.47,-72.9011,169.541,1131.63
81,0,53.2935,528.101,1009.69,48.2961,319.135,1130.26,39.313,58.7217,1134.6,-72.8603,166.789,1123.11
82,0,53.3107,527.89,1007.62,48.319,316.493,1125.01,39.3535,55.7968,1124.05,-72.8006,164.135,1114.81
83,0,53.3956,527.603,1005.71,48.4321,313.907,1119.81,39.4651,53.084,1113.85,-72.6724,161.596,1106.82
84,0,53.6337,527.187,1003.92,48.6309,311.313,1114.72,39.7448,50.5964,1103.97,-72.404,159.175,1098.96
85,0,53.9956,526.664,1002.32,49.0047,308.806,1109.79,39.9939,48.2449,1094.46,-72.1252,156.907,1091.42
86,0,54.5677,526.006,1000.84,49.4238,306.329,1105.02,40.2876,46.1011,1085.11,-71.8772,154.598,1084.39
87,0,55.1739,525.36,999.425,49.9982,303.922,1100.43,40.6937,44.1234,1076.31,-71.3265,152.715,1077.41
88,0,55.871,524.648,998.121,50.6682,301.586,1096.02,41.1325,42.312,1067.98,-70.7951,150.996,1070.83
89,0,56.5577,523.96,996.84,51.4126,299.367,1091.71,41.6681,40.6739,1060.08,-70.1343,149.388,1064.62
90,0,57.1448,523.239,995.58,52.1433,297.304,1087.57,42.2233,39.2359,1052.67,-69.4655,148.047,1058.72
91,0,57.647,522.595,994.317,52.8621,295.382,1083.56,42.8167,37.9758,1045.79,-68.7295,146.745,1053.26
92,0,58.1123,521.958,993.1,53.616,293.656,1079.68,43.3378,36.8799,1039.3,-67.9661,145.554,1048.12
93,0,58.6075,521.374,991.774,54.2678,292.097,1075.91,43.9602,35.9297,1033.29,-67.3241,144.425,1043.29
94,0,59.0311,520.818,990.552,54.8641,290.672,1072.39,44.5226,35.1352,1027.7,-66.6416,143.356,1038.78
95,0,59.489,520.271,989.284,55.4593,289.39,1069.06,45.1223,34.4643,1022.65,-66.0583,142.444,1034.63
96,0,59.8729,519.817,988.139,56.097,288.275,1066.01,45.6907,33.9177,1018.09,-65.4936,141.677,1030.83
97,0,60.2341,519.514,987.003,56.724,287.357,1063.23,46.1918,33.5395,1013.99,-65.0061,141.188,1027.38
98,0,60.5712,519.264,985.803,57.3065,286.641,1060.74,46.7277,33.2919,1010.39,-64.383,140.826,1024.24
99,0,60.9115,519.09,984.675,57.8966,286.059,1058.47,47.3038,33.1461,1007.27,-63.7896,140.625,1021.51
100,0,61.2671,519.028,983.545,58.4981,285.691,1056.38,47.9499,33.1035,1004.57,-63.1695,140.438,1019.12
101,0,61.6459,519.083,982.446,59.028,285.442,1054.51,48.5939,33.1575,1002.31,-62.5416,140.298,1017.06
102,0,62.0003,519.163,981.446,59.4612,285.299,1052.84,49.2775,33.2501,1000.48,-61.9725,140.251,1015.33
103,0,62.3217,519.285,980.548,59.9041,285.298,1051.4,49.9109,33.4132,999.09,-61.3867,140.208,1013.93
104,0,62.7059,519.456,979.739,60.4136,285.402,1050.18,50.5794,33.6343,998.116,-60.7675,140.297,1012.88
105,0,63.0929,519.664,979.082,60.8792,285.613,1049.26,51.2283,33.9444,997.559,-60.2087,140.54,1012.2
106,0,63.5061,519.938,978.533,61.4626,285.974,1048.6,51.8736,34.2908,997.405,-59.6115,140.861,1011.86
107,0,63.9153,520.237,978.078,62.0788,286.408,1048.16,52.5665,34.7063,997.68,-58.9103,141.211,1011.87
108,0,64.3607,520.579,977.787,62.7707,287.014,1047.98,53.3343,35.1639,998.373,-58.2886,141.653,1012.35
109,0,64.8336,520.951,977.664,63.4765,287.66,1048.07,54.1059,35.6446,999.489,-57.5447,142.142,1013.22
110,0,65.3828,521.428,977.658,64.2937,288.427,1048.43,54.7779,36.2456,1001.04,-56.7925,142.718,1014.49
111,0,65.8941,521.92,977.809,65.0664,289.341,1049.05,55.5105,36.9433,1003.06,-55.9413,143.348,1016.15
112,0,66.4063,522.418,978.068,65.8528,290.378,1050,56.4731,37.6368,1005.45,-55.1387,144.127,1018.22
113,0,66.8688,523.011,978.502,66.6056,291.537,1051.23,57.2529,38.4623,1008.53,-54.3025,144.925,1020.72
114,0,67.2536,523.672,979.054,67.3074,292.843,1052.81,58.2071,39.4115,1011.93,-53.3862,145.813,1023.66
115,0,67.6872,524.309,979.716,67.9695,294.339,1054.66,59.069,40.431,1015.84,-52.5874,146.878,1027.04
116,0,68.0131,525.08,980.478,68.6432,295.904,1056.87,59.9031,41.5935,1020.28,-51.8088,147.984,1030.89
117,0,68.3742,525.857,981.376,69.2505,297.624,1059.4,60.8141,42.8236,1025.3,-50.9995,149.334,1035.21
118,0,68.713,526.682,982.391,69.8023,299.482,1062.26,61.6756,44.2026,1030.9,-50.1794,150.765,1039.96
119,0,68.9224,527.56,983.474,70.2997,301.493,1065.43,62.5922,45.6918,1037.06,-49.4532,152.28,1045.2
120,0,69.1517,528.432,984.645,70.7698,303.693,1068.96,63.516,47.3462,1043.82,-48.7114,153.934,1050.98
121,0,69.2005,529.411,986.016,71.1535,306.06,1072.84,64.4068,49.1823,1051.19,-47.9827,155.734,1057.2
122,0,69.2962,530.388,987.469,71.4945,308.594,1077.11,65.2738,51.2121,1059.2,-47.3248,157.691,1064.06
123,0,69.4389,531.435,988.966,71.7172,311.283,1081.71,66.1675,53.4395,1068.16,-46.7438,159.846,1071.37
124,0,69.5035,532.49,990.608,71.8655,314.154,1086.6,66.9742,55.9128,1077.46,-46.277,162.168,1079.15
125,0,69.6735,533.507,992.323,71.9429,317.154,1091.81,67.6666,58.6023,1087.2,-45.8445,164.728,1087.3
126,0,69.7829,534.434,994.074,71.9538,320.242,1097.27,68.342,61.4602,1097.58,-45.4926,167.513,1095.85
127,0,69.7859,535.293,995.924,71.9057,323.543,1102.9,68.9369,64.6238,1108.59,-45.1672,170.503,1104.88
128,0,69.8013,536.04,997.796,71.8223,326.966,1108.79,69.4551,67.9755,1120.11,-44.9055,173.695,1114.32
129,0,69.8252,536.7,999.695,71.6841,330.503,1114.87,69.9301,71.6491,1132.11,-44.7145,177.234,1124.13
130,0,69.9227,537.292,1001.66,71.5367,334.16,1121.06,70.3177,75.5462,1144.57,-44.417,180.971,1134.17
131,0,70.053,537.69,1003.64,71.4411,337.875,1127.37,70.6995,79.7227,1157.37,-44.108,184.963,1144.54
132,0,70.146,537.976,1005.65,71.3432,341.639,1133.68,71.0676,84.2234,1170.49,-43.8571,189.16,1155.08
133,0,70.1826,538.151,1007.74,71.1957,345.482,1140.06,71.3666,88.9815,1183.9,-43.6245,193.541,1165.83
134,0,70.2888,538.024,1009.8,71.1226,349.356,1146.45,71.5924,94.0466,1197.48,-43.5004,198.176,1176.66
135,0,70.6401,537.361,1011.62,71.094,353.288,1152.81,71.7806,99.3789,1211.22,-43.402,202.979,1187.61
136,0,70.7548,536.765,1013.54,71.0317,357.149,1159.08,71.9538,104.953,1225.04,-43.3147,207.971,1198.6
137,0,70.8733,536.02,1015.51,71.0153,361.005,1165.21,72.1377,110.765,1238.85,-43.1623,213.206,1209.55
138,0,70.9362,534.997,1017.34,71.0136,364.835,1171.17,72.2362,116.954,1252.62,-42.9648,218.654,1220.42
139,0,71.0426,533.74,1019.15,71.0526,368.635,1176.96,72.3523,123.311,1266.27,-42.8455,224.223,1231.11
140,0,71.1927,532.3,1020.96,71.1324,372.325,1182.56,72.4601,129.982,1279.74,-42.6251,229.987,1241.52
141,0,71.2397,530.584,1022.7,71.2142,375.904,1187.93,72.6667,136.859,1292.98,-42.4518,235.883,1251.71
142,0,71.3544,528.641,1024.39,71.2223,379.406,1193.09,72.7821,143.887,1305.99,-42.2847,241.811,1261.67
143,0,71.2837,526.35,1026,71.2095,382.748,1197.99,72.7855,151.064,1318.77,-42.1805,247.844,1271.27
144,0,71.2391,523.947,1027.6,71.0754,386.091,1202.68,72.7944,158.406,1331.1,-42.1202,253.9,1280.59
145,0,71.1367,521.279,1029.13,71.1182,389.077,1207.09,72.6592,165.872,1342.91,-42.1151,259.992,1289.52
146,0,70.9848,518.389,1030.59,70.7954,391.636,1211.1,72.3055,173.378,1354.4,-42.1432,266.109,1298.07
147,0,70.8028,515.335,1032.04,70.5517,394.437,1214.87,71.9892,180.972,1365.35,-42.1415,272.232,1306.23
148,0,70.5465,512.076,1033.38,70.2495,397.108,1218.35,71.7017,188.766,1375.85,-42.2494,278.321,1313.9
149,0,70.2996,508.611,1034.66,69.94,399.592,1221.54,71.4248,196.597,1385.85,-42.4512,284.38,1321.11
150,0,70.0011,505.036,1035.86,69.5246,401.972,1224.46,71.0486,204.48,1395.35,-42.6861,290.448,1327.83
151,0,69.7186,501.334,1036.92,69.025,404.207,1227.08,70.5645,212.335,1404.34,-43.0158,296.439,1334.13
152,0,69.4377,497.461,1037.83,68.5096,406.281,1229.4,70.0704,220.265,1412.8,-43.4824,302.389,1339.97
153,0,69.0893,493.448,1038.75,67.958,408.161,1231.37,69.4103,228.154,1420.69,-44.0964,308.354,1345.35
154,0,68.7243,489.384,1039.43,67.2607,409.865,1233.04,68.7313,235.928,1428.1,-44.818,314.273,1350.37
155,0,68.4168,485.219,1040.1,66.5918,411.374,1234.41,68.4416,243.046,1434.63,-45.0375,319.207,1354.56
156,0,67.9947,480.91,1040.55,65.9113,412.659,1235.46,67.3215,251.087,1440.9,-45.5673,324.638,1358.51
157,0,67.623,476.582,1040.89,65.2354,413.712,1236.08,66.5505,258.618,1446.45,-46.171,330.048,1361.93
158,0,67.1152,472.161,1041.09,64.5421,414.536,1236.33,65.779,266.053,1451.31,-46.7627,335.325,1364.8
159,0,66.6193,467.714,1041.18,63.8406,415.264,1236.21,65.0147,273.354,1455.59,-47.3154,340.455,1367.13
160,0,66.0594,463.292,1041.11,63.1105,415.877,1235.67,64.2745,280.759,1459.23,-47.8804,345.429,1368.81
161,0,65.6302,458.869,1040.77,62.5299,416.357,1234.71,63.7135,287.7,1462.1,-48.4524,350.343,1369.91
162,0,65.0916,454.547,1040.31,61.8489,416.795,1233.47,63.1458,294.673,1464.47,-49.0173,355.146,1370.52
163,0,64.6567,450.244,1039.73,61.3581,416.993,1231.83,62.5553,301.451,1466.22,-49.4737,359.71,1370.62
164,0,64.1443,446.164,1038.94,60.943,417.11,1229.95,62.5067,307.447,1467.38,-49.8343,364.06,1370.25
165,0,63.7004,442.146,1038.11,60.5598,417.067,1227.88,62.0998,313.683,1468.26,-50.1763,368.277,1369.52
166,0,63.2492,438.255,1037.17,60.1788,416.851,1225.7,61.727,319.599,1468.74,-50.3776,372.24,1368.56
167,0,62.7411,434.563,1036.16,59.8532,416.532,1223.47,61.4834,325.306,1468.85,-50.6004,375.932,1367.31
168,0,62.2404,430.997,1035.05,59.5155,416.121,1221.19,61.2222,330.703,1468.71,-50.7376,379.43,1365.88
169,0,61.7219,427.593,1033.97,59.2256,415.687,1219,60.9283,335.779,1468.39,-50.8363,382.626,1364.38
170,0,61.1461,424.293,1033.02,58.8885,415.241,1216.88,60.707,340.51,1467.88,-50.9251,385.616,1362.83
171,0,60.576,421.09,1032.03,58.6275,414.678,1214.79,60.5153,344.929,1467.26,-50.9703,388.368,1361.29
172,0,59.9892,417.898,1031.16,58.433,414.007,1212.78,60.3593,349.144,1466.51,-51.0648,391.05,1359.74
173,0,59.4212,414.718,1030.35,58.2171,413.315,1210.77,60.2847,353.042,1465.64,-51.1443,393.417,1358.15
174,0,58.8275,411.625,1029.62,57.9946,412.611,1208.84,60.1734,356.659,1464.6,-51.1702,395.659,1356.55
175,0,58.3258,408.594,1028.9,57.8378,411.786,1206.87,60.1038,360.087,1463.47,-51.2448,397.756,1354.88
176,0,57.8243,405.777,1028.09,57.5899,411.013,1204.91,60.0193,363.31,1462.23,-51.2445,399.692,1353.06
177,0,57.3786,402.986,1027.31,57.347,410.069,1202.88,59.9238,366.318,1460.84,-51.2607,401.474,1351.22
178,0,56.9454,400.314,1026.52,56.9819,409.22,1200.86,59.8473,369.109,1459.41,-51.2561,403.085,1349.35
179,0,56.5449,397.553,1025.72,56.642,408.193,1198.81,59.7358,371.78,1457.97,-51.3225,404.556,1347.48
180,0,56.1292,395.028,1024.98,56.2035,407.227,1196.88,59.6179,374.244,1456.56,-51.4528,405.925,1345.65
181,0,55.8328,392.567,1024.26,55.7258,406.158,1194.99,59.4819,376.571,1455.19,-51.6367,407.207,1343.92
182,0,55.639,390.39,1023.67,55.257,405.136,1193.23,59.3218,378.641,1453.9,-51.8193,408.34,1342.27
183,0,55.6244,388.368,1023.17,54.818,404.188,1191.69,59.1543,380.558,1452.73,-51.9524,409.264,1340.76
184,0,55.6897,386.419,1022.82,54.486,403.175,1190.26,58.9701,382.255,1451.66,-52.1316,410.277,1339.43
185,0,55.7852,384.472,1022.59,54.207,402.344,1189.09,58.8521,383.781,1450.63,-52.2076,411.012,1338.19
186,0,55.8369,382.644,1022.42,54.0191,401.4,1188.09,58.7253,385.183,1449.77,-52.3173,411.863,1337.07
187,0,55.7667,380.973,1022.29,53.8878,400.624,1187.18,58.6223,386.395,1448.97,-52.2727,412.474,1336.14
188,0,55.5144,379.459,1022.14,53.8526,399.811,1186.44,58.5605,387.471,1448.22,-52.2845,413.064,1335.2
189,0,55.1603,378.047,1021.92,53.7553,399.117,1185.66,58.5493,388.5,1447.47,-52.3447,413.643,1334.37
190,0,54.7214,376.655,1021.71,53.618,398.485,1184.96,58.5084,389.395,1446.77,-52.3263,414.071,1333.49
191,0,54.2135,375.407,1021.47,53.4781,397.838,1184.21,58.4687,390.239,1446.07,-52.367,414.446,1332.67
192,0,53.7776,374.177,1021.23,53.2647,397.291,1183.5,58.4416,391.026,1445.36,-52.4489,414.818,1331.79
193,0,53.2898,373.08,1021,52.9515,396.715,1182.74,58.4544,391.727,1444.72,-52.5576,415.122,1331.03
194,0,52.8433,372.017,1020.81,52.7383,396.034,1181.98,58.4205,392.365,1444.05,-52.6377,415.318,1330.21
195,0,52.4527,371.076,1020.62,52.483,395.405,1181.29,58.3805,392.926,1443.43,-52.7162,415.376,1329.46
196,0,52.1355,370.159,1020.44,52.2372,394.827,1180.64,58.2731,393.431,1442.89,-52.8786,415.415,1328.74
197,0,51.8779,369.308,1020.34,52.0727,394.159,1180.07,58.1346,393.8,1442.39,-52.9775,415.309,1328.08
198,0,51.6525,368.633,1020.28,51.9926,393.507,1179.6,58.0069,394.117,1441.97,-53.1041,415.125,1327.52
199,0,51.5231,367.9,1020.26,51.8353,392.967,1179.14,57.8036,394.333,1441.63,-53.2432,414.835,1327.08
200,0,51.4222,367.341,1020.31,51.6628,392.339,1178.82,57.5762,394.444,1441.4,-53.4448,414.483,1326.73
201,0,51.3008,366.905,1020.4,51.48,391.753,1178.65,57.3237,394.413,1441.27,-53.6689,413.996,1326.5
202,0,51.285,366.625,1020.5,51.3182,391.176,1178.53,57.0314,394.248,1441.18,-53.9294,413.441,1326.37
203,0,51.2847,366.529,1020.64,51.0495,390.64,1178.54,56.7623,393.952,1441.15,-54.2882,412.651,1326.32
204,0,51.2754,366.629,1020.81,50.7099,390.153,1178.67,56.4605,393.553,1441.21,-54.7224,411.797,1326.39
205,0,51.328,366.889,1021.03,50.4331,389.597,1178.92,56.0444,392.923,1441.43,-55.1599,410.66,1326.55
206,0,51.4673,367.299,1021.36,50.1497,389.05,1179.29,55.6158,392.124,1441.75,-55.664,409.558,1326.93
207,0,51.6094,367.838,1021.82,49.7851,388.477,1179.79,55.1312,391.15,1442.27,-56.197,408.233,1327.49
208,0,51.7687,368.585,1022.43,49.4358,388.011,1180.44,54.64,389.87,1442.91,-56.7426,406.752,1328.09
209,0,51.9652,369.393,1023.23,49.0438,387.57,1181.38,54.0442,388.381,1443.7,-57.3852,405.202,1329.03
210,0,52.0412,370.403,1024.13,48.6185,387.256,1182.55,53.3834,386.636,1444.7,-58.1067,403.506,1330.03
211,0,52.0588,371.555,1025.13,48.1956,387.101,1183.84,52.7293,384.609,1445.81,-58.8494,401.652,1331.27
212,0,52.0068,373.037,1026.06,47.7827,387.042,1185.25,52.0204,382.403,1447.08,-59.6343,399.734,1332.71
213,0,51.8082,374.826,1026.98,47.3115,387.042,1186.79,51.3564,379.834,1448.51,-60.413,397.693,1334.26
214,0,51.6432,376.92,1027.82,46.7941,387.179,1188.38,50.6823,377.11,1449.97,-61.1747,395.611,1335.9
215,0,51.5105,379.182,1028.56,46.3473,387.345,1190.04,50.0729,374.124,1451.49,-61.9317,393.449,1337.62
216,0,51.4513,381.638,1029.22,45.9397,387.477,1191.84,49.5114,370.971,1453.04,-62.6343,391.221,1339.38
217,0,51.4041,384.241,1029.84,45.5999,387.596,1193.7,48.9491,367.566,1454.63,-63.2276,388.832,1341.19
218,0,51.3834,386.927,1030.53,45.3418,387.723,1195.52,48.4619,363.915,1456.17,-63.7651,386.436,1343.01
219,0,51.4105,389.636,1031.13,45.1423,387.846,1197.38,48.0433,360.043,1457.72,-64.1794,383.893,1344.81
220,0,51.4077,392.394,1031.9,45.0557,387.93,1199.32,47.5912,355.935,1459.23,-64.4828,381.253,1346.54
221,0,51.3642,395.217,1032.67,45.0136,388.066,1201.26,47.2088,351.535,1460.72,-64.6807,378.484,1348.31
222,0,51.3186,398.165,1033.6,45.0341,388.171,1203.36,46.8665,346.951,1462.1,-65.023,375.622,1350.1
223,0,51.2515,401.216,1034.58,45.0533,388.244,1205.5,46.4653,341.992,1463.44,-65.1622,372.514,1351.83
224,0,51.1341,404.497,1035.72,45.0905,388.339,1207.75,46.1651,336.791,1464.64,-65.3364,369.341,1353.54
225,0,51.0017,407.886,1036.82,45.1178,388.409,1210.04,45.8139,331.265,1465.72,-65.5258,366.019,1355.18
226,0,50.7902,411.437,1037.93,45.1387,388.49,1212.3,45.4809,325.375,1466.57,-65.7002,362.45,1356.73
