Accl X	Accl Y	Accl Z	Gyro X	Gyro Y	Gyro Z	Mag X	Mag Y	Mag Z	RPkt#	Rtime	LPkt#	Ltime
210	297	3938	-42	-25	30	-141	-61	115	0	0	0	58053236
228	294	3924	-42	-22	25	-139	-59	113	1	51	1	58053238
228	303	3914	-44	-24	27	-139	-59	113	2	150	2	58053240
225	313	3919	-43	-27	28	-140	-60	110	3	201	3	58053240
226	305	3921	-42	-26	28	-140	-60	110	4	299	4	58053243
206	302	3917	-40	-23	25	-141	-63	115	5	351	5	58053244
226	295	3902	-42	-25	29	-141	-63	115	6	450	6	58053246
209	297	3934	-41	-25	28	-143	-59	105	7	501	7	58053251
217	289	3897	-40	-25	26	-143	-59	105	8	600	8	58053251
232	302	3913	-43	-26	29	-144	-58	114	9	651	9	58053326
219	293	3918	-44	-23	29	-144	-58	114	10	750	10	58053328
208	299	3890	-41	-24	24	-142	-64	116	11	801	11	58053328
200	284	3886	-41	-25	24	-142	-64	116	12	900	12	58053329
238	298	3908	-42	-25	29	-142	-62	108	13	951	13	58053329
202	288	3916	-45	-28	24	-142	-62	108	14	1050	14	58053329
226	301	3904	-43	-25	26	-147	-63	113	15	1101	15	58053330
221	308	3903	-41	-24	27	-147	-63	113	16	1200	16	58053332
216	304	3914	-39	-24	28	-139	-59	111	17	1251	17	58053332
222	305	3913	-42	-26	27	-139	-59	111	18	1350	18	58053334
221	296	3923	-41	-24	28	-148	-62	108	19	1401	19	58053336
223	298	3918	-42	-25	28	-148	-62	108	20	1500	20	58053337
232	302	3926	-42	-23	30	-140	-60	112	21	1551	21	58053339
227	298	3876	-42	-24	29	-140	-60	112	22	1650	22	58053340
225	303	3898	-41	-26	24	-146	-58	114	23	1701	23	58053342
225	296	3890	-45	-24	27	-146	-58	114	24	1800	24	58053344
217	296	3876	-44	-24	30	-137	-63	113	25	1851	25	58053344
211	309	3895	-42	-26	28	-137	-63	113	26	1950	26	58053347
219	287	3924	-41	-26	29	-140	-66	112	27	2001	27	58053347
226	298	3911	-43	-25	26	-140	-66	112	28	2100	28	58053350
225	279	3908	-45	-24	27	-133	-65	115	29	2151	29	58053383
229	315	3925	-45	-25	26	-133	-65	115	30	2250	30	58053383
228	297	3925	-41	-28	30	-144	-64	114	31	2301	31	58053407
225	299	3904	-40	-24	25	-144	-64	114	32	2400	32	58053413
215	298	3902	-40	-25	25	-145	-61	107	33	2451	33	58053414
213	285	3913	-42	-28	28	-145	-61	107	34	2550	34	58053414
220	296	3928	-40	-29	25	-139	-61	103	35	2601	35	58053414
220	309	3882	-41	-27	25	-139	-61	103	36	2700	36	58053414
225	286	3919	-42	-26	29	-132	-58	110	37	2751	37	58053416
219	302	3910	-42	-27	25	-132	-58	110	38	2850	38	58053417
249	282	3896	-42	-27	25	-137	-57	113	39	2901	39	58053433
