Accl X	Accl Y	Accl Z	Gyro X	Gyro Y	Gyro Z	Mag X	Mag Y	Mag Z	RPkt#	Rtime	LPkt#	Ltime
791	268	3900	-314	-1004	-9062	35	53	111	0	0	0	68971138
771	273	3927	-305	-973	-9094	35	53	111	1	29	1	68971146
748	277	3979	-297	-962	-9088	30	50	100	2	123	2	68971146
713	291	4014	-297	-952	-9085	30	50	100	3	150	3	68971147
684	303	4052	-310	-973	-9102	30	50	100	4	179	4	68971152
708	288	4050	-311	-984	-9086	29	53	107	5	273	5	68971152
717	277	4029	-312	-986	-9080	29	53	107	6	300	6	68971159
749	305	3989	-309	-973	-9097	29	53	107	7	329	7	68971160
734	295	3964	-307	-968	-9087	26	54	100	8	423	8	68971161
714	285	3940	-312	-969	-9114	26	54	100	9	450	9	68971163
723	290	3940	-313	-977	-9085	26	54	100	10	479	10	68971164
736	290	3908	-310	-976	-9066	22	58	102	11	573	11	68971171
759	291	3944	-307	-980	-9090	22	58	102	12	600	12	68971171
725	283	3974	-316	-979	-9070	22	58	102	13	629	13	68971171
728	292	4027	-315	-979	-9059	23	53	93	14	723	14	68971178
721	278	4034	-309	-986	-9085	23	53	93	15	750	15	68971178
719	282	4022	-307	-981	-9095	23	53	93	16	779	16	68971184
720	303	4020	-307	-987	-9068	15	51	95	17	873	17	68971185
729	294	3997	-304	-995	-9095	15	51	95	18	900	18	68971185
783	280	3938	-308	-991	-9074	15	51	95	19	929	19	68971191
797	283	3915	-309	-991	-9073	17	51	91	20	1023	20	68971194
784	292	3950	-304	-984	-9100	17	51	91	21	1050	21	68971197
735	297	4020	-310	-969	-9081	17	51	91	22	1074	22	68971197
706	301	4029	-306	-969	-9058	17	51	83	23	1167	23	68971198
711	301	4042	-310	-974	-9084	17	51	83	24	1178	24	68971201
724	305	4038	-312	-979	-9073	17	51	83	25	1295	25	68971201
722	300	4013	-308	-979	-9092	17	51	83	26	1413	26	68971207
734	298	4019	-310	-973	-9089	17	49	89	27	1507	27	68971207
731	294	3991	-310	-974	-9097	17	49	89	28	1517	28	68971214
727	282	3962	-313	-971	-9070	17	49	89	29	1635	29	68971214
745	283	3944	-318	-969	-9075	17	49	89	30	1753	30	68971215
728	276	3941	-315	-976	-9070	13	51	89	31	1870	31	68971221
731	285	3937	-319	-981	-9066	13	51	89	32	1899	32	68971221
747	297	3953	-312	-980	-9039	13	51	89	33	2017	33	68971225
730	284	3966	-314	-983	-9082	13	51	89	34	2135	34	68971225
711	272	3999	-312	-978	-9078	7	49	75	35	2229	35	68971226
693	282	4004	-309	-970	-9099	7	49	75	36	2234	36	68971232
696	286	3991	-303	-975	-9066	7	49	75	37	2352	37	68971232
701	306	4005	-302	-986	-9075	7	49	75	38	2469	38	68971237
722	308	4000	-305	-987	-9053	0	54	84	39	2563	39	68971237
732	299	3948	-306	-989	-9072	0	54	84	40	2563	40	68971237
739	301	3932	-307	-986	-9114	0	54	84	41	2691	41	68971241
729	290	3927	-309	-981	-9084	0	54	84	42	2809	42	68971241
726	301	3950	-306	-979	-9102	5	47	79	43	2903	43	68971249
725	314	3956	-305	-986	-9067	5	47	79	44	2913	44	68971250
723	311	3988	-306	-985	-9086	5	47	79	45	3030	45	68971250
732	316	4017	-311	-983	-9053	-2	58	78	46	3135	46	68971256
743	321	4041	-311	-983	-9083	-2	58	78	47	3164	47	68971256
739	314	4019	-314	-977	-9100	-2	58	78	48	3173	48	68971263
715	298	3988	-315	-976	-9100	-2	58	78	49	3202	49	68971263
716	286	4001	-317	-971	-9083	2	54	74	50	3296	50	68971264
738	267	3990	-317	-972	-9084	2	54	74	51	3323	51	68971267
766	301	3983	-311	-976	-9095	2	54	74	52	3352	52	68971267
748	302	3961	-313	-967	-9078	-9	57	77	53	3446	53	68971274
734	296	3960	-311	-974	-9084	-9	57	77	54	3473	54	68971275
715	288	3994	-313	-971	-9089	-9	57	77	55	3502	55	68971275
711	282	3992	-311	-972	-9084	-4	56	76	56	3596	56	68971303
708	291	3980	-310	-982	-9089	-4	56	76	57	3623	57	68971304
708	296	3978	-308	-977	-9060	-4	56	76	58	3652	58	68971306
696	302	3965	-311	-985	-9085	0	58	68	59	3746	59	68971306
715	300	3956	-311	-991	-9070	0	58	68	60	3773	60	68971308
723	287	3958	-305	-979	-9107	0	58	68	61	3802	61	68971309
701	278	3959	-304	-985	-9093	-13	59	71	62	3896	62	68971312
711	288	3969	-305	-986	-9097	-13	59	71	63	3923	63	68971312
743	286	3967	-302	-984	-9081	-13	59	71	64	3952	64	68971313
740	284	3992	-306	-986	-9115	-12	60	78	65	4046	65	68971314
738	296	4013	-310	-986	-9099	-12	60	78	66	4073	66	68971314
715	290	3973	-309	-986	-9086	-12	60	78	67	4102	67	68971315
738	290	3983	-308	-984	-9099	-14	58	72	68	4196	68	68971316
721	288	3995	-311	-977	-9065	-14	58	72	69	4223	69	68971317
723	295	4001	-308	-983	-9072	-14	58	72	70	4252	70	68971319
729	299	3985	-309	-980	-9087	-12	58	82	71	4346	71	68971320
715	287	3965	-312	-974	-9102	-12	58	82	72	4373	72	68971320
725	299	3958	-305	-978	-9069	-12	58	82	73	4402	73	68971327
732	318	3952	-309	-975	-9081	-10	58	76	74	4496	74	68971328
744	290	3973	-315	-971	-9081	-10	58	76	75	4523	75	68971334
702	274	3989	-311	-980	-9052	-10	58	76	76	4552	76	68971335
697	278	3974	-308	-972	-9081	-20	62	82	77	4646	77	68971336
706	280	3973	-303	-977	-9083	-20	62	82	78	4673	78	68971338
698	278	3960	-311	-979	-9080	-20	62	82	79	4702	79	68971339
706	265	3980	-311	-981	-9098	-22	58	78	80	4796	80	68971346
706	276	3980	-310	-989	-9071	-22	58	78	81	4823	81	68971347
723	313	3970	-307	-976	-9071	-22	58	78	82	4852	82	68971354
715	305	3953	-306	-981	-9094	-26	66	72	83	4946	83	68971355
722	291	3971	-307	-979	-9077	-26	66	72	84	4973	84	68971355
717	294	3973	-308	-983	-9066	-26	66	72	85	5002	85	68971359
723	300	3988	-309	-988	-9077	-25	65	75	86	5096	86	68971363
726	301	4007	-307	-981	-9078	-25	65	75	87	5123	87	68971365
706	300	3989	-311	-980	-9082	-25	65	75	88	5152	88	68971366
728	298	3982	-313	-986	-9096	-30	62	78	89	5246	89	68971367
728	292	3979	-308	-982	-9077	-30	62	78	90	5273	90	68971373
721	286	3972	-313	-983	-9058	-30	62	78	91	5302	91	68971373
718	307	3969	-313	-978	-9082	-26	68	74	92	5396	92	68971378
713	310	3984	-311	-974	-9062	-26	68	74	93	5423	93	68971378
711	289	4008	-313	-979	-9093	-26	68	74	94	5452	94	68971379
726	292	4000	-312	-974	-9089	-36	68	72	95	5546	95	68971386
727	295	3988	-309	-967	-9111	-36	68	72	96	5573	96	68971386
726	287	3984	-312	-973	-9052	-36	68	72	97	5602	97	68971392
719	274	3965	-311	-970	-9060	-36	72	76	98	5696	98	68971392
704	271	3961	-313	-975	-9108	-36	72	76	99	5723	99	68971392
703	294	3970	-309	-981	-9113	-36	72	76	100	5752	100	68971398
705	275	3972	-307	-978	-9066	-37	69	73	101	5846	101	68971398
715	283	3976	-310	-979	-9061	-37	69	73	102	5873	102	68971405
706	279	3977	-305	-978	-9080	-37	69	73	103	5902	103	68971406
710	287	3981	-306	-980	-9065	-40	74	76	104	5996	104	68971406
699	280	3985	-310	-986	-9103	-40	74	76	105	6023	105	68971409
719	277	3978	-308	-978	-9097	-40	74	76	106	6052	106	68971410
723	290	3991	-306	-983	-9104	-35	75	75	107	6146	107	68971417
707	310	3973	-306	-983	-9134	-35	75	75	108	6173	108	68971417
709	296	3993	-312	-983	-9096	-35	75	75	109	6202	109	68971418
711	296	3996	-313	-989	-9074	-43	79	79	110	6296	110	68971425
701	276	3984	-307	-981	-9112	-43	79	79	111	6323	111	68971425
712	287	3977	-310	-982	-9116	-43	79	79	112	6352	112	68971432
703	280	3981	-312	-984	-9085	-43	69	77	113	6446	113	68971432
710	279	3988	-314	-977	-9091	-43	69	77	114	6473	114	68971433
704	281	3997	-307	-984	-9066	-43	69	77	115	6502	115	68971437
700	289	3982	-310	-976	-9077	-45	81	77	116	6596	116	68971438
707	294	3989	-309	-973	-9112	-45	81	77	117	6623	117	68971443
694	294	3989	-316	-983	-9086	-45	81	77	118	6652	118	68971443
707	287	3980	-313	-981	-9115	-51	83	81	119	6746	119	68971444
703	269	3979	-308	-983	-9095	-51	83	81	120	6773	120	68971449
718	281	3970	-309	-980	-9094	-51	83	81	121	6802	121	68971450
703	279	3984	-307	-975	-9074	-56	86	76	122	6896	122	68971457
712	287	3968	-310	-978	-9067	-56	86	76	123	6923	123	68971457
703	260	4013	-313	-977	-9084	-56	86	76	124	6952	124	68971463
710	261	3991	-311	-979	-9092	-56	88	74	125	7046	125	68971463
718	266	3985	-310	-982	-9064	-56	88	74	126	7073	126	68971464
701	285	3974	-308	-975	-9076	-56	88	74	127	7102	127	68971469
699	291	3943	-311	-975	-9099	-56	92	80	128	7196	128	68971470
694	278	3977	-309	-979	-9071	-56	92	80	129	7223	129	68971477
704	277	3992	-309	-980	-9093	-56	92	80	130	7252	130	68971477
706	275	3996	-308	-982	-9108	-59	89	77	131	7346	131	68971477
716	273	3998	-307	-978	-9094	-59	89	77	132	7373	132	68971481
691	281	3999	-310	-984	-9079	-59	89	77	133	7402	133	68971482
705	294	3987	-311	-985	-9090	-62	94	80	134	7496	134	68971488
698	274	3964	-314	-979	-9096	-62	94	80	135	7523	135	68971489
691	269	3975	-307	-984	-9059	-62	94	80	136	7552	136	68971491
700	277	3979	-309	-979	-9074	-66	100	74	137	7646	137	68971496
704	281	3975	-309	-968	-9075	-66	100	74	138	7673	138	68971496
702	282	3989	-310	-977	-9114	-66	100	74	139	7702	139	68971503
701	287	3988	-309	-972	-9094	-63	107	79	140	7796	140	68971503
702	294	3977	-309	-977	-9065	-63	107	79	141	7823	141	68971503
705	280	3987	-317	-976	-9074	-63	107	79	142	7852	142	68971507
709	275	3982	-318	-977	-9091	-66	102	84	143	7946	143	68971507
706	263	3976	-314	-983	-9102	-66	102	84	144	7973	144	68971515
691	274	3983	-306	-975	-9081	-66	102	84	145	8002	145	68971515
686	297	3987	-305	-976	-9073	-61	103	79	146	8096	146	68971516
679	278	3984	-308	-984	-9070	-61	103	79	147	8124	147	68971519
696	280	3997	-318	-975	-9080	-61	103	79	148	8152	148	68971519
697	260	3992	-316	-983	-9101	-69	105	83	149	8246	149	68971526
690	264	3984	-316	-984	-9082	-69	105	83	150	8273	150	68971527
692	271	3971	-309	-975	-9071	-69	105	83	151	8302	151	68971527
690	287	3983	-310	-976	-9099	-66	114	72	152	8396	152	68971534
706	286	4015	-310	-978	-9079	-66	114	72	153	8423	153	68971534
709	283	3996	-308	-982	-9097	-66	114	72	154	8452	154	68971540
700	272	3977	-309	-985	-9094	-66	120	76	155	8546	155	68971541
713	266	3990	-309	-975	-9110	-66	120	76	156	8573	156	68971546
696	282	4010	-310	-979	-9116	-66	120	76	157	8602	157	68971547
695	283	3980	-308	-978	-9089	-64	126	76	158	8690	158	68971547
713	274	3972	-309	-971	-9078	-64	126	76	159	8723	159	68971553
701	287	4005	-308	-977	-9085	-64	126	76	160	8752	160	68971553
691	291	3977	-309	-977	-9061	-73	127	79	161	8846	161	68971559
698	286	3978	-313	-977	-9095	-73	127	79	162	8873	162	68971559
702	261	3960	-316	-986	-9124	-73	127	79	163	8902	163	68971561
707	266	3986	-314	-980	-9106	-76	124	84	164	8996	164	68971567
705	256	3983	-310	-980	-9100	-76	124	84	165	9023	165	68971568
675	260	3986	-307	-973	-9076	-76	124	84	166	9052	166	68971573
676	269	4004	-311	-973	-9077	-69	135	83	167	9146	167	68971574
675	270	4001	-317	-982	-9097	-69	135	83	168	9174	168	68971574
691	275	3996	-312	-981	-9104	-69	135	83	169	9202	169	68971580
719	274	3981	-306	-975	-9061	-68	134	80	170	9296	170	68971583
701	273	4002	-305	-977	-9078	-68	134	80	171	9323	171	68971587
678	284	3973	-315	-978	-9078	-68	134	80	172	9352	172	68971588
695	275	3989	-315	-982	-9081	-76	138	84	173	9446	173	68971588
686	287	4002	-312	-983	-9097	-76	138	84	174	9473	174	68971593
709	288	3981	-305	-977	-9127	-76	138	84	175	9502	175	68971593
703	291	3971	-308	-983	-9103	-76	142	84	176	9596	176	68971598
685	282	3981	-311	-981	-9094	-76	142	84	177	9623	177	68971599
689	275	3950	-315	-978	-9091	-76	142	84	178	9652	178	68971599
700	256	3975	-316	-985	-9074	-72	152	82	179	9746	179	68971606
712	262	3973	-316	-981	-9105	-72	152	82	180	9773	180	68971606
700	268	3972	-311	-982	-9123	-72	152	82	181	9802	181	68971612
708	284	4007	-310	-978	-9124	-76	148	86	182	9896	182	68971612
710	279	4001	-309	-973	-9087	-76	148	86	183	9923	183	68971618
717	266	3985	-308	-982	-9088	-76	148	86	184	9952	184	68971618
703	266	3971	-310	-979	-9106	-67	157	87	185	10046	185	68971619
716	281	3964	-311	-982	-9073	-67	157	87	186	10073	186	68971625
730	273	3963	-315	-985	-9088	-67	157	87	187	10102	187	68971625
