Accl X	Accl Y	Accl Z	Gyro X	Gyro Y	Gyro Z	Mag X	Mag Y	Mag Z	RPkt#	Rtime	LPkt#	Ltime
706	259	3925	-307	-980	-9075	-74	142	86	0	0	0	68704109
695	257	3901	-310	-975	-9067	-74	142	86	1	10	1	68704118
681	264	3900	-306	-968	-9063	-74	142	86	2	128	2	68704121
679	267	3939	-305	-967	-9083	-74	142	86	3	246	3	68704122
692	278	3936	-304	-973	-9059	-71	143	81	4	356	4	68704122
691	267	3922	-307	-982	-9050	-71	143	81	5	385	5	68704123
698	252	3957	-316	-985	-9084	-71	143	81	6	503	6	68704129
731	247	3961	-313	-980	-9095	-71	143	81	7	621	7	68704130
711	234	3980	-305	-978	-9106	-68	148	86	8	715	8	68704130
701	262	3964	-298	-973	-9094	-68	148	86	9	725	9	68704133
683	267	3967	-295	-974	-9071	-68	148	86	10	843	10	68704133
671	263	3949	-298	-980	-9085	-68	148	86	11	960	11	68704139
690	257	3945	-299	-985	-9050	-76	156	84	12	1055	12	68704140
698	244	3899	-303	-981	-9065	-76	156	84	13	1055	13	68704140
712	251	3908	-298	-984	-9065	-76	156	84	14	1183	14	68704146
712	245	3917	-298	-978	-9080	-76	156	84	15	1301	15	68704146
688	238	3924	-300	-968	-9043	-72	158	84	16	1395	16	68704149
685	243	3932	-298	-970	-9045	-72	158	84	17	1405	17	68704150
685	250	3959	-298	-973	-9053	-72	158	84	18	1522	18	68704150
699	266	3979	-297	-969	-9064	-72	158	84	19	1640	19	68704157
668	274	3976	-292	-976	-9074	-77	163	89	20	1729	20	68704157
676	273	3943	-295	-970	-9090	-77	163	89	21	1744	21	68704161
690	260	3924	-300	-973	-9099	-77	163	89	22	1862	22	68704161
689	257	3902	-300	-974	-9088	-77	163	89	23	1980	23	68704161
663	258	3908	-302	-974	-9105	-65	165	83	24	2074	24	68704192
667	253	3911	-298	-972	-9086	-65	165	83	25	2084	25	68704192
672	255	3912	-298	-969	-9065	-65	165	83	26	2092	26	68704193
676	268	3929	-302	-972	-9075	-64	174	92	27	2097	27	68704194
