Accl X	Accl Y	Accl Z	Gyro X	Gyro Y	Gyro Z	Mag X	Mag Y	Mag Z	RPkt#	Rtime	LPkt#	Ltime
777	252	3932	-324	-1000	-9071	63	75	133	0	0	0	68905169
771	245	3865	-305	-981	-9107	63	75	133	1	29	1	68905175
743	272	3894	-296	-963	-9109	53	67	119	2	123	2	68905178
710	309	3924	-295	-964	-9086	53	67	119	3	128	3	68905179
688	329	3984	-307	-977	-9070	53	67	119	4	246	4	68905179
712	308	4022	-314	-992	-9099	53	67	119	5	364	5	68905179
752	287	4022	-317	-996	-9086	57	67	123	6	458	6	68905186
766	280	4034	-319	-991	-9103	57	67	123	7	468	7	68905187
770	278	4038	-308	-981	-9069	57	67	123	8	586	8	68905187
744	291	4039	-299	-962	-9103	57	67	123	9	704	9	68905191
709	310	4030	-300	-965	-9053	54	66	110	10	798	10	68905191
710	316	3984	-305	-974	-9062	54	66	110	11	808	11	68905198
743	306	3969	-312	-986	-9094	54	66	110	12	926	12	68905198
791	283	3916	-315	-999	-9092	54	66	110	13	1043	13	68905198
784	272	3900	-318	-998	-9097	45	69	121	14	1137	14	68905204
772	267	3917	-315	-976	-9079	45	69	121	15	1268	15	68905204
755	271	3965	-310	-959	-9112	45	69	121	16	1271	16	68905208
667	289	4021	-303	-954	-9069	41	55	111	17	1276	17	68905208
674	320	4046	-307	-966	-9079	41	55	111	18	1286	18	68905217
692	312	4052	-315	-983	-9091	41	55	111	19	1290	19	68905217
760	275	4015	-319	-993	-9048	49	65	115	20	1295	20	68905217
786	263	3955	-320	-990	-9074	49	65	115	21	1306	21	68905223
759	248	3933	-316	-984	-9086	49	65	115	22	1309	22	68905223
733	267	3923	-298	-966	-9077	40	56	108	23	1314	23	68905229
733	288	3923	-298	-972	-9079	40	56	108	24	1324	24	68905229
729	297	3953	-305	-982	-9064	40	56	108	25	1328	25	68905230
741	283	3960	-310	-988	-9054	44	60	114	26	1333	26	68905237
757	299	4007	-309	-984	-9083	44	60	114	27	1344	27	68905237
758	294	4040	-303	-979	-9103	44	60	114	28	1347	28	68905243
708	297	4034	-307	-971	-9059	36	52	106	29	1352	29	68905244
706	297	4037	-309	-980	-9090	36	52	106	30	1363	30	68905245
702	303	4003	-310	-981	-9047	36	52	106	31	1366	31	68905247
766	294	3988	-308	-999	-9060	32	64	110	32	1371	32	68905247
773	296	3956	-310	-992	-9114	32	64	110	33	1382	33	68905255
777	286	3946	-311	-978	-9073	32	64	110	34	1385	34	68905256
730	270	3964	-307	-973	-9074	31	53	101	35	1390	35	68905256
717	291	3976	-306	-968	-9080	31	53	101	36	1401	36	68905262
711	287	4010	-307	-967	-9049	31	53	101	37	1404	37	68905262
688	296	4023	-308	-979	-9077	27	53	105	38	1409	38	68905268
723	298	4021	-308	-979	-9087	27	53	105	39	1420	39	68905268
729	288	4009	-315	-980	-9101	27	53	105	40	1423	40	68905269
751	285	3976	-312	-980	-9086	25	57	99	41	1429	41	68905275
752	293	3963	-312	-976	-9080	25	57	99	42	1439	42	68905276
728	302	3941	-310	-976	-9071	25	57	99	43	1443	43	68905279
728	311	3943	-310	-979	-9089	17	55	95	44	1448	44	68905279
747	303	3947	-311	-985	-9086	17	55	95	45	1459	45	68905280
755	286	3993	-311	-994	-9082	17	55	95	46	1462	46	68905288
741	290	4002	-308	-980	-9078	25	55	93	47	1467	47	68905288
728	287	4034	-305	-983	-9087	25	55	93	48	1478	48	68905294
729	293	4011	-302	-977	-9058	25	55	93	49	1481	49	68905294
720	283	3974	-305	-982	-9052	21	53	95	50	1486	50	68905300
746	287	3982	-307	-989	-9090	21	53	95	51	1497	51	68905301
757	290	3960	-311	-989	-9101	21	53	95	52	1500	52	68905301
733	274	3947	-306	-979	-9082	16	52	88	53	1505	53	68905308
739	292	3949	-300	-971	-9079	16	52	88	54	1510	54	68905308
731	290	3966	-307	-977	-9076	16	52	88	55	1633	55	68905314
728	292	3990	-307	-977	-9076	22	60	92	56	1633	56	68905314
704	292	3990	-309	-978	-9086	22	60	92	57	1665	57	68905315
712	289	3996	-313	-980	-9083	22	60	92	58	1693	58	68905322
714	285	3982	-312	-982	-9092	14	54	86	59	1787	59	68905323
723	296	3990	-313	-976	-9075	14	54	86	60	1814	60	68905328
722	283	3956	-311	-979	-9040	14	54	86	61	1843	61	68905328
736	285	3950	-311	-986	-9063	10	50	88	62	1937	62	68905329
742	278	3941	-312	-982	-9065	10	50	88	63	1964	63	68905333
743	290	3974	-313	-984	-9064	10	50	88	64	1993	64	68905334
742	287	3983	-313	-974	-9098	5	53	87	65	2087	65	68905339
736	275	4001	-312	-977	-9056	5	53	87	66	2115	66	68905342
703	286	4034	-308	-975	-9065	5	53	87	67	2143	67	68905342
712	290	4035	-307	-974	-9096	3	51	79	68	2237	68	68905347
705	290	4012	-312	-978	-9081	3	51	79	69	2264	69	68905347
729	288	3949	-311	-982	-9099	3	51	79	70	2293	70	68905353
729	284	3945	-307	-982	-9122	3	59	77	71	2387	71	68905353
736	284	3949	-305	-986	-9114	3	59	77	72	2414	72	68905359
746	293	3941	-307	-975	-9060	3	59	77	73	2443	73	68905359
727	300	3916	-309	-979	-9067	10	48	80	74	2537	74	68905360
722	294	3935	-310	-983	-9052	10	48	80	75	2564	75	68905365
731	290	4004	-303	-975	-9067	10	48	80	76	2593	76	68905366
712	306	4031	-302	-977	-9099	1	59	79	77	2687	77	68905371
732	321	4023	-307	-980	-9111	1	59	79	78	2714	78	68905372
728	294	3992	-310	-975	-9076	1	59	79	79	2743	79	68905372
723	282	3967	-309	-978	-9088	0	46	76	80	2837	80	68905379
720	293	3965	-309	-979	-9075	0	46	76	81	2864	81	68905379
718	285	3972	-306	-978	-9081	0	46	76	82	2893	82	68905387
715	293	3969	-307	-981	-9095	-3	53	75	83	2987	83	68905388
726	308	3967	-308	-975	-9096	-3	53	75	84	3014	84	68905389
731	305	3986	-311	-981	-9077	-3	53	75	85	3043	85	68905394
722	292	3989	-312	-975	-9059	2	56	74	86	3137	86	68905395
720	276	3988	-314	-972	-9057	2	56	74	87	3164	87	68905403
717	281	3978	-307	-987	-9079	2	56	74	88	3193	88	68905404
721	284	3975	-305	-979	-9079	0	54	80	89	3287	89	68905405
738	290	3967	-307	-981	-9107	0	54	80	90	3314	90	68905405
753	297	3953	-307	-986	-9097	0	54	80	91	3343	91	68905405
741	302	3945	-308	-984	-9086	-4	48	74	92	3437	92	68905412
715	307	3968	-308	-981	-9062	-4	48	74	93	3464	93	68905412
722	290	3992	-307	-981	-9089	-4	48	74	94	3493	94	68905412
728	303	3997	-308	-987	-9103	-10	56	74	95	3587	95	68905418
728	295	3988	-306	-987	-9100	-10	56	74	96	3614	96	68905418
716	308	3995	-306	-972	-9108	-10	56	74	97	3643	97	68905424
726	309	4006	-305	-979	-9092	-12	62	76	98	3737	98	68905424
710	296	3998	-307	-980	-9064	-12	62	76	99	3764	99	68905424
718	286	3982	-311	-982	-9094	-12	62	76	100	3793	100	68905431
718	282	3963	-311	-982	-9086	-9	55	75	101	3887	101	68905431
714	296	3976	-305	-975	-9105	-9	55	75	102	3914	102	68905435
703	288	3975	-312	-977	-9106	-9	55	75	103	3943	103	68905435
721	290	3982	-313	-982	-9093	-19	57	81	104	4037	104	68905443
733	290	3996	-311	-978	-9071	-19	57	81	105	4064	105	68905443
727	287	4007	-313	-987	-9070	-19	57	81	106	4093	106	68905445
725	293	3999	-316	-983	-9069	-22	60	72	107	4187	107	68905453
715	297	3996	-313	-978	-9094	-22	60	72	108	4215	108	68905454
719	278	3982	-313	-988	-9104	-22	60	72	109	4243	109	68905457
722	278	3962	-313	-983	-9086	-24	62	76	110	4337	110	68905457
710	292	3978	-308	-983	-9067	-24	62	76	111	4364	111	68905457
715	300	3979	-309	-980	-9091	-24	62	76	112	4393	112	68905463
718	302	3976	-313	-977	-9060	-24	68	74	113	4487	113	68905463
726	300	3985	-308	-983	-9071	-24	68	74	114	4514	114	68905471
733	305	3984	-309	-983	-9114	-24	68	74	115	4543	115	68905471
713	300	3977	-311	-980	-9112	-27	63	75	116	4637	116	68905472
705	301	3975	-307	-983	-9099	-27	63	75	117	4664	117	68905474
722	299	3973	-310	-977	-9082	-27	63	75	118	4693	118	68905474
712	286	3974	-314	-981	-9050	-25	61	77	119	4787	119	68905482
715	278	3969	-312	-985	-9087	-25	61	77	120	4814	120	68905482
706	284	3958	-306	-974	-9092	-25	61	77	121	4843	121	68905482
700	291	3975	-311	-973	-9136	-28	64	76	122	4931	122	68905489
714	297	3978	-315	-982	-9077	-28	64	76	123	4964	123	68905490
717	279	3978	-312	-985	-9073	-28	64	76	124	4993	124	68905495
714	273	4001	-309	-982	-9075	-35	65	73	125	5087	125	68905496
729	281	3995	-307	-978	-9089	-35	65	73	126	5115	126	68905496
686	317	3978	-304	-978	-9087	-35	65	73	127	5143	127	68905502
694	313	3974	-310	-977	-9086	-34	68	74	128	5237	128	68905502
701	300	3964	-314	-977	-9088	-34	68	74	129	5265	129	68905508
714	278	3960	-310	-984	-9078	-34	68	74	130	5293	130	68905509
708	285	3952	-309	-981	-9089	-34	72	82	131	5387	131	68905509
715	301	3947	-308	-980	-9055	-34	72	82	132	5414	132	68905514
705	287	3987	-309	-989	-9067	-34	72	82	133	5443	133	68905515
708	288	3997	-311	-983	-9088	-38	70	78	134	5537	134	68905521
701	284	4006	-310	-978	-9100	-38	70	78	135	5564	135	68905522
708	294	4007	-307	-977	-9052	-38	70	78	136	5593	136	68905528
723	307	4002	-307	-979	-9080	-46	76	78	137	5687	137	68905528
703	292	4005	-312	-988	-9055	-46	76	78	138	5714	138	68905529
729	285	3964	-310	-983	-9054	-46	76	78	139	5743	139	68905534
716	286	3967	-308	-973	-9077	-42	78	72	140	5837	140	68905535
699	298	3999	-305	-977	-9079	-42	78	72	141	5864	141	68905541
706	305	3979	-302	-969	-9070	-42	78	72	142	5893	142	68905542
705	297	3967	-308	-981	-9083	-42	74	74	143	5987	143	68905542
702	286	3959	-312	-982	-9076	-42	74	74	144	6014	144	68905547
716	275	3978	-314	-973	-9091	-42	74	74	145	6043	145	68905547
734	288	3986	-311	-973	-9102	-53	81	79	146	6137	146	68905553
706	293	3983	-309	-973	-9106	-53	81	79	147	6164	147	68905553
708	281	4006	-314	-980	-9061	-53	81	79	148	6193	148	68905554
705	283	3998	-314	-983	-9042	-53	83	75	149	6287	149	68905560
700	284	3989	-314	-981	-9032	-53	83	75	150	6315	150	68905561
708	280	3973	-311	-986	-9096	-53	83	75	151	6344	151	68905566
689	282	3958	-309	-983	-9098	-56	84	82	152	6438	152	68905567
703	275	3965	-312	-973	-9076	-56	84	82	153	6466	153	68905567
712	272	4000	-307	-985	-9103	-56	84	82	154	6495	154	68905573
704	280	3999	-305	-981	-9090	-55	89	75	155	6583	155	68905573
703	285	3998	-304	-986	-9087	-55	89	75	156	6617	156	68905579
702	290	4003	-308	-981	-9096	-55	89	75	157	6645	157	68905582
708	285	3993	-310	-978	-9081	-55	87	81	158	6739	158	68905583
715	277	3974	-307	-980	-9121	-55	87	81	159	6767	159	68905585
706	274	3966	-306	-977	-9131	-55	87	81	160	6795	160	68905586
690	293	3968	-302	-975	-9088	-59	87	75	161	6889	161	68905593
681	287	3964	-307	-978	-9109	-59	87	75	162	6916	162	68905594
703	265	4002	-313	-982	-9078	-59	87	75	163	6945	163	68905599
695	267	4004	-314	-985	-9061	-64	96	74	164	7039	164	68905602
690	270	3980	-311	-984	-9068	-64	96	74	165	7066	165	68905602
686	290	3981	-308	-969	-9083	-64	96	74	166	7095	166	68905605
692	289	3987	-313	-976	-9065	-62	96	78	167	7189	167	68905605
706	276	3994	-310	-979	-9084	-62	96	78	168	7217	168	68905611
708	269	3977	-310	-975	-9080	-62	96	78	169	7245	169	68905612
700	275	3978	-311	-976	-9090	-63	99	81	170	7339	170	68905612
696	268	3973	-310	-974	-9106	-63	99	81	171	7366	171	68905617
695	286	3971	-307	-978	-9088	-63	99	81	172	7395	172	68905618
689	290	3970	-309	-987	-9083	-60	100	80	173	7489	173	68905624
699	279	3944	-310	-981	-9080	-60	100	80	174	7516	174	68905624
699	278	3984	-306	-984	-9051	-60	100	80	175	7545	175	68905624
