Trajectories
100
,,Ben_Johnston:Base,,,Ben_Johnston:L5,,,Ben_Johnston:UpperVert,,,Ben_Johnston:Shoulder,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
15,0,31.1215,396.335,1017.16,33.8918,419.64,1192.27,40.6023,370.353,1460.83,-67.8312,415.963,1352.18
16,0,31.1539,396.587,1017.28,33.727,419.398,1192.64,40.625,369.682,1461.05,-67.938,415.378,1352.54
17,0,31.1514,396.922,1017.45,33.5341,419.157,1193.05,40.5878,368.954,1461.34,-68.002,414.587,1352.93
18,0,31.132,397.327,1017.64,33.3712,418.857,1193.55,40.5202,368.116,1461.67,-68.1307,413.848,1353.41
19,0,31.1793,397.762,1017.82,33.2294,418.62,1194.15,40.4972,367.166,1462.03,-68.1668,413.004,1353.9
20,0,31.2168,398.248,1018.04,33.1362,418.31,1194.71,40.5161,366.164,1462.41,-68.2465,412.14,1354.46
21,0,31.156,398.817,1018.3,33.0734,418.021,1195.34,40.5387,365.098,1462.77,-68.3239,411.168,1355.1
22,0,31.133,399.386,1018.59,33.0512,417.677,1196,40.4527,363.872,1463.17,-68.4335,410.203,1355.75
23,0,31.145,399.978,1018.86,33.0165,417.347,1196.69,40.4513,362.566,1463.61,-68.4552,409.05,1356.39
24,0,31.0621,400.693,1019.19,32.9622,417.063,1197.47,40.4552,361.167,1464.09,-68.5544,407.923,1357.11
25,0,31.0854,401.324,1019.5,32.9758,416.751,1198.21,40.4099,359.653,1464.54,-68.6226,406.711,1357.76
26,0,31.0308,402.101,1019.85,32.9854,416.399,1199.09,40.3932,358.061,1465,-68.6435,405.388,1358.47
27,0,30.999,402.858,1020.23,33.0555,416.051,1199.87,40.3235,356.353,1465.49,-68.7041,404.062,1359.16
28,0,30.9887,403.729,1020.61,33.077,415.701,1200.8,40.3101,354.531,1465.97,-68.7461,402.695,1359.85
29,0,31.0262,404.619,1020.99,33.1134,415.377,1201.65,40.2637,352.59,1466.43,-68.7885,401.292,1360.6
30,0,30.9998,405.68,1021.4,33.1129,415.062,1202.57,40.2279,350.572,1466.91,-68.8293,399.773,1361.26
31,0,31.0552,406.692,1021.82,33.1734,414.771,1203.56,40.1351,348.406,1467.45,-68.8179,398.185,1362.07
32,0,31.1231,407.822,1022.28,33.2619,414.42,1204.62,40.1104,346.12,1467.92,-68.8273,396.543,1362.8
33,0,31.1853,409.072,1022.73,33.3277,414.166,1205.67,40.1046,343.65,1468.39,-68.7833,394.83,1363.65
34,0,31.3132,410.328,1023.13,33.395,413.891,1206.78,40.0013,341.103,1468.93,-68.7615,393.009,1364.45
35,0,31.4189,411.708,1023.66,33.4677,413.598,1207.99,39.9523,338.359,1469.44,-68.7551,391.097,1365.32
36,0,31.5355,413.197,1024.19,33.6138,413.298,1209.22,39.9873,335.502,1469.86,-68.7301,389.05,1366.16
37,0,31.6962,414.777,1024.66,33.7343,412.998,1210.5,39.9517,332.476,1470.29,-68.7424,386.975,1367.06
38,0,31.8135,416.443,1025.28,33.8333,412.711,1211.83,39.8539,329.202,1470.72,-68.7671,384.772,1367.94
39,0,31.9798,418.185,1025.91,33.9516,412.414,1213.23,39.8089,325.734,1471.1,-68.6738,382.374,1368.83
40,0,32.134,420.071,1026.52,34.1044,412.068,1214.66,39.7509,322.06,1471.4,-68.7282,379.964,1369.76
41,0,32.3089,422.046,1027.23,34.2641,411.722,1216.12,39.7126,318.186,1471.61,-68.6044,377.295,1370.66
42,0,32.4885,424.175,1027.98,34.4124,411.423,1217.67,39.6673,314.117,1471.72,-68.6328,374.586,1371.51
43,0,32.6116,426.507,1028.74,34.5275,411.088,1219.26,39.6472,309.757,1471.72,-68.6411,371.694,1372.38
44,0,32.7804,428.844,1029.58,34.7613,410.647,1220.9,39.538,305.212,1471.58,-68.6002,368.534,1373.16
45,0,32.9764,431.408,1030.4,34.9745,410.171,1222.52,39.4994,300.394,1471.23,-68.5758,365.239,1373.81
46,0,33.1533,434.065,1031.24,35.1358,409.802,1224.15,39.4833,295.325,1470.68,-68.5413,361.785,1374.34
47,0,33.3202,436.914,1032.08,35.3855,409.197,1225.74,39.4381,290.06,1469.91,-68.5688,358.119,1374.73
48,0,33.5828,439.789,1032.89,35.5957,408.611,1227.3,38.9649,285.006,1468.95,-68.5611,354.281,1374.93
49,0,33.7845,442.83,1033.66,35.8562,407.967,1228.81,38.9443,279.161,1467.54,-68.5607,350.24,1374.91
50,0,33.9968,446.038,1034.43,36.1083,407.254,1230.24,38.8626,273.108,1465.83,-68.5554,345.949,1374.69
51,0,34.2124,449.353,1035.21,36.4475,406.449,1231.68,38.764,266.817,1463.72,-68.5699,341.51,1374.25
52,0,34.5117,452.714,1035.92,36.7545,405.639,1233,38.7203,260.26,1461.18,-68.583,336.739,1373.51
53,0,34.8072,456.2,1036.67,37.2086,404.681,1234.22,38.6014,253.49,1458.28,-68.5867,331.722,1372.41
54,0,35.1961,459.694,1037.36,37.7103,403.562,1235.29,38.517,246.464,1454.93,-68.5591,326.551,1370.96
55,0,35.5756,463.238,1038.06,38.2584,402.308,1236.26,38.4729,239.227,1451.06,-68.5698,321.213,1369.08
56,0,36.0835,466.8,1038.82,38.9086,400.952,1237.07,38.4434,231.938,1446.71,-68.5765,315.695,1366.84
57,0,36.6281,470.404,1039.48,39.6271,399.512,1237.57,38.8225,223.958,1441.74,-68.5265,310.102,1364.26
58,0,37.1912,473.923,1040.28,40.4376,397.825,1237.86,38.7579,216.329,1436.38,-68.5086,304.386,1361.29
59,0,37.7743,477.342,1040.96,41.3479,395.92,1237.89,38.2867,209.119,1430.86,-68.4374,298.457,1357.9
60,0,38.3918,480.659,1041.72,42.231,394.003,1237.68,38.3317,201.224,1424.49,-68.6139,292.974,1354.39
61,0,39.0644,483.842,1042.37,43.1491,391.881,1237.21,38.3804,193.379,1417.65,-68.5163,286.999,1350.24
62,0,39.7067,486.93,1043,44.1098,389.604,1236.42,38.4754,185.543,1410.31,-68.3709,280.828,1345.6
63,0,40.434,489.861,1043.54,44.9538,387.341,1235.38,38.5798,177.99,1402.62,-68.2233,274.889,1340.59
64,0,41.213,492.719,1043.95,45.8658,385.086,1234.03,38.7606,170.58,1394.53,-68.119,269.01,1335.19
65,0,41.9901,495.475,1044.19,46.6756,382.851,1232.42,38.7936,163.255,1386.14,-68.0577,263.25,1329.45
66,0,42.7521,498.138,1044.28,47.2404,380.342,1230.64,38.7396,156.165,1377.18,-68.0553,257.61,1323.39
67,0,43.487,500.686,1044.17,47.6786,377.934,1228.66,38.6658,149.252,1367.82,-68.1877,252.125,1317.04
68,0,44.1595,503.181,1043.87,48.0277,375.542,1226.46,38.4903,142.568,1358.21,-68.4097,246.715,1310.36
69,0,44.8248,505.581,1043.34,48.3332,373.107,1223.98,38.3878,136.121,1348.37,-68.7054,241.436,1303.45
70,0,45.4645,507.931,1042.58,48.2797,371.06,1221.38,38.2691,130.04,1338.3,-69.0376,236.336,1296.34
71,0,46.1552,510.17,1041.59,48.3876,368.6,1218.2,38.1774,124.164,1328.03,-69.3449,231.396,1288.99
72,0,46.7791,512.343,1040.42,48.3598,366.16,1214.92,38.0477,118.538,1317.54,-69.6418,226.608,1281.37
73,0,47.4512,514.377,1039.1,48.3215,363.746,1211.43,37.8162,113.152,1306.82,-70.0494,222.07,1273.56
74,0,48.1986,516.293,1037.61,48.263,361.314,1207.82,37.5532,107.99,1295.98,-70.5575,217.663,1265.5
75,0,48.9909,518.111,1036.03,48.1266,358.953,1204.14,37.1534,103.045,1284.96,-71.1268,213.442,1257.24
76,0,49.8384,519.782,1034.31,47.9936,356.539,1200.45,36.6617,98.2943,1273.81,-71.7875,209.287,1248.84
77,0,50.7077,521.314,1032.61,47.8584,354.094,1196.8,36.1859,93.7766,1262.58,-72.5327,205.156,1240.35
78,0,51.6159,522.668,1030.87,47.6563,351.599,1193.02,35.7169,89.3785,1251.33,-73.2837,201.159,1231.79
79,0,52.4955,523.88,1029.13,47.5,348.951,1189.13,35.1773,85.2491,1240.1,-74.0235,197.366,1223.19
80,0,53.4795,524.91,1027.35,47.4242,346.334,1185.1,34.6789,81.2797,1228.95,-74.7605,193.732,1214.59
81,0,54.4381,525.788,1025.53,47.4568,343.619,1180.85,34.1053,77.4629,1217.87,-75.4186,190.319,1206.04
82,0,55.3621,526.513,1023.77,47.5313,341.017,1176.48,33.5617,73.8234,1206.95,-75.9127,187.073,1197.49
83,0,56.1286,527.153,1022,47.4933,338.408,1172.05,32.8826,70.3174,1196.22,-76.3744,183.909,1189.09
84,0,56.8996,527.626,1020.3,47.4151,335.815,1167.68,32.2867,67.012,1185.63,-76.8738,180.89,1180.8
85,0,57.4158,528.01,1018.72,47.2013,333.216,1163.45,31.5708,63.9226,1175.32,-77.5043,177.871,1172.73
86,0,57.8353,528.333,1017.25,46.8291,330.675,1159.32,30.8628,61.0039,1165.27,-78.1687,174.96,1164.67
87,0,58.0603,528.494,1015.84,46.3531,328.09,1155.28,30.0791,58.3004,1155.35,-78.8691,172.193,1156.62
88,0,58.183,528.574,1014.55,45.769,325.524,1151.31,29.2318,55.8341,1145.56,-79.6378,169.47,1148.79
89,0,58.1481,528.652,1013.45,45.2467,322.931,1147.48,28.465,53.2951,1136.14,-80.4265,166.815,1141.14
90,0,58.0212,528.772,1012.56,44.8346,320.317,1143.68,27.7457,50.8987,1127,-81.1835,164.273,1133.64
91,0,58.1481,528.503,1011.6,44.5854,317.772,1140.03,27.0372,48.645,1118.2,-81.8683,161.862,1126.38
92,0,58.3502,528.163,1010.68,44.2919,315.202,1136.5,26.3898,46.4932,1109.7,-82.5388,159.574,1119.39
93,0,58.5948,527.687,1009.96,44.0904,312.695,1133.01,26.0351,44.4609,1101.61,-83.0523,157.482,1112.82
94,0,58.8488,527.116,1009.32,43.98,310.192,1129.64,25.6192,42.5569,1093.81,-83.4827,155.355,1106.16
95,0,59.1457,526.555,1008.8,43.8025,307.863,1126.45,25.2763,40.7367,1086.4,-83.8067,153.311,1099.91
96,0,59.47,525.965,1008.3,43.7257,305.643,1123.34,25.0858,39.1159,1079.38,-84.0478,151.49,1094.1
97,0,59.7673,525.341,1007.8,43.6411,303.461,1120.42,24.841,37.5876,1072.84,-84.2641,149.729,1088.66
98,0,60.1123,524.733,1007.3,43.6804,301.397,1117.65,24.7244,36.2237,1066.66,-84.3924,148.095,1083.61
99,0,60.3449,524.139,1006.79,43.6631,299.485,1115.03,24.5767,34.9064,1060.85,-84.486,146.542,1078.85
100,0,60.545,523.498,1006.25,43.735,297.721,1112.55,24.5332,33.7704,1055.52,-84.4119,145.151,1074.51
101,0,60.7244,522.986,1005.72,43.7873,296.093,1110.26,24.6265,32.7536,1050.67,-84.3731,143.83,1070.57
102,0,60.8518,522.455,1005.17,43.8178,294.643,1108.16,24.7093,31.8641,1046.27,-84.3345,142.718,1066.92
103,0,60.9781,521.901,1004.59,43.947,293.334,1106.23,24.7916,31.0612,1042.32,-84.2192,141.717,1063.73
104,0,61.0306,521.475,1004.02,44.1273,292.186,1104.49,25.0087,30.3313,1038.86,-84.0933,140.819,1060.96
105,0,61.1049,521.077,1003.48,44.3771,291.176,1102.94,25.279,29.6612,1035.87,-83.8333,139.981,1058.56
106,0,61.1628,520.667,1002.89,44.7024,290.287,1101.54,25.5056,29.1253,1033.35,-83.5178,139.307,1056.54
107,0,61.2251,520.361,1002.33,45.089,289.563,1100.32,25.8981,28.65,1031.26,-83.1619,138.76,1054.9
108,0,61.324,520.081,1001.81,45.5507,289.011,1099.24,26.3375,28.2058,1029.63,-82.6633,138.221,1053.69
109,0,61.4951,519.843,1001.29,46.1156,288.557,1098.33,26.8139,27.8409,1028.54,-81.9313,137.811,1052.96
110,0,61.6942,519.636,1000.88,46.7126,288.242,1097.7,27.2789,27.6089,1027.8,-81.4401,137.542,1052.44
111,0,61.9379,519.461,1000.51,47.4285,288.062,1097.25,27.8201,27.3726,1027.6,-80.7382,137.239,1052.42
112,0,62.1976,519.345,1000.27,48.0796,288.015,1097.03,28.4727,27.2008,1027.88,-79.9061,137.134,1052.87
113,0,62.436,519.233,1000.11,48.7258,288.084,1097.06,29.2231,27.1248,1028.68,-79.2178,137.065,1053.6
114,0,62.6622,519.163,1000.07,49.4269,288.26,1097.33,29.8673,27.1123,1029.88,-78.5697,137.026,1054.66
115,0,62.857,519.11,1000.2,50.0522,288.519,1097.85,30.5884,27.1291,1031.55,-77.8596,137.122,1056.11
116,0,63.028,519.089,1000.44,50.7877,288.928,1098.61,31.3859,27.3007,1033.71,-77.018,137.364,1058.12
117,0,63.1911,519.091,1000.81,51.4364,289.419,1099.62,32.0663,27.504,1036.34,-76.3671,137.635,1060.26
118,0,63.3719,519.127,1001.27,52.1268,290.111,1100.84,32.7488,27.7906,1039.41,-75.6808,137.986,1062.89
119,0,63.5414,519.192,1001.82,52.7144,290.893,1102.29,33.5115,28.2349,1042.9,-74.9745,138.553,1065.85
120,0,63.6533,519.286,1002.41,53.2684,291.825,1103.92,34.1223,28.7742,1046.89,-74.2681,139.274,1069.2
121,0,63.772,519.444,1003.03,53.774,292.916,1105.72,34.7812,29.4828,1051.29,-73.7344,140.049,1072.68
122,0,63.8526,519.639,1003.71,54.1991,294.143,1107.76,35.365,30.2165,1056.14,-73.0936,140.98,1076.63
123,0,63.8986,519.83,1004.41,54.7123,295.565,1109.94,35.9316,31.086,1061.52,-72.5792,142.074,1080.9
124,0,63.9413,520.097,1005.13,55.1207,297.103,1112.26,36.616,32.1998,1067.37,-71.9925,143.311,1085.47
125,0,63.9101,520.4,1005.86,55.5234,298.851,1114.8,37.2653,33.4581,1073.63,-71.4978,144.684,1090.44
126,0,63.9018,520.751,1006.62,55.9781,300.811,1117.52,37.8626,34.8892,1080.39,-70.9862,146.358,1095.89
127,0,63.8151,521.167,1007.4,56.2571,302.913,1120.5,38.5107,36.5947,1087.54,-70.4828,148.161,1101.46
128,0,63.7551,521.58,1008.22,56.3665,305.205,1123.65,38.9213,38.5785,1095.16,-69.9651,150.132,1107.42
129,0,63.7271,522.005,1009.11,56.618,307.622,1127.02,39.5223,40.6493,1103.27,-69.6136,152.333,1113.77
130,0,63.6386,522.46,1010.09,56.8649,310.15,1130.6,40.1535,42.9898,1111.83,-69.2135,154.765,1120.44
131,0,63.5311,522.971,1011.19,57.0647,312.845,1134.36,40.8028,45.5329,1120.85,-68.8332,157.413,1127.44
132,0,63.4987,523.452,1012.31,57.2486,315.665,1138.3,41.4847,48.2676,1130.31,-68.4123,160.208,1134.73
133,0,63.5177,523.789,1013.44,57.442,318.659,1142.39,42.0941,51.2699,1140.04,-68.0467,163.31,1142.42
134,0,63.7891,523.814,1014.42,57.6303,321.789,1146.63,42.4181,54.5045,1150.23,-67.701,166.541,1150.36
135,0,63.9137,524.065,1015.63,57.8324,325.048,1151.01,42.8106,58.0235,1160.63,-67.2675,170,1158.45
136,0,64.0464,524.313,1016.88,58.0503,328.411,1155.51,43.2054,61.7891,1171.42,-66.7775,173.756,1166.72
137,0,64.2419,524.487,1018.15,58.2907,331.872,1160.14,43.672,65.8962,1182.52,-66.3305,177.841,1175.08
138,0,64.4031,524.52,1019.4,58.5181,335.489,1164.83,44.0651,70.2967,1193.89,-65.9715,182.092,1183.75
139,0,64.4942,524.523,1020.69,58.6973,339.189,1169.56,44.464,74.9287,1205.49,-65.5754,186.57,1192.59
140,0,64.5638,524.381,1022.01,58.8585,342.972,1174.33,44.808,79.8796,1217.28,-65.2336,191.255,1201.61
141,0,64.5861,524.079,1023.29,59.0416,346.813,1179.1,45.1332,85.1319,1229.17,-64.8739,196.181,1210.73
142,0,64.5493,523.689,1024.57,59.1851,350.763,1183.82,45.4273,90.6,1241.2,-64.5661,201.255,1219.89
143,0,64.4687,523.131,1025.8,59.3994,354.838,1188.64,45.9252,96.359,1253.15,-64.1669,206.479,1229
144,0,64.439,522.417,1027,59.4215,358.781,1193.11,46.1881,102.327,1265.22,-63.8228,211.913,1238.1
145,0,64.3376,521.515,1028.17,59.4283,362.768,1197.55,46.4019,108.622,1277.31,-63.6127,217.501,1247.11
146,0,64.1228,520.469,1029.32,59.3842,366.797,1201.87,46.5303,115.149,1289.29,-63.3649,223.303,1255.99
147,0,63.9413,519.285,1030.41,59.2814,370.766,1206.02,46.6715,121.977,1301.2,-63.1885,229.218,1264.76
148,0,63.6763,517.892,1031.35,59.1816,374.724,1209.94,46.8448,129.064,1312.88,-62.931,235.272,1273.31
149,0,63.4159,516.352,1032.22,59.004,378.718,1213.66,46.9822,136.441,1324.34,-62.8047,241.556,1281.64
150,0,63.104,514.656,1033.05,58.845,382.617,1217.1,47.0856,144.044,1335.61,-62.5581,247.898,1289.74
151,0,62.7316,512.771,1033.74,58.8513,386.159,1220.21,47.191,151.869,1346.65,-62.3759,254.447,1297.52
152,0,62.3544,510.734,1034.44,58.5642,389.885,1223.13,47.2743,159.98,1357.43,-62.2755,261.083,1304.99
153,0,61.9773,508.597,1035.02,58.3456,393.461,1225.84,47.3837,168.297,1367.85,-62.1456,267.842,1312.11
154,0,61.5933,506.213,1035.54,58.097,396.959,1228.31,47.3509,176.722,1377.77,-62.1682,274.691,1318.91
155,0,61.2153,503.625,1036.02,57.7397,400.431,1230.51,47.2754,185.312,1387.34,-62.1006,281.592,1325.37
156,0,60.8189,500.942,1036.45,57.3787,403.762,1232.49,47.1337,193.936,1396.4,-62.0594,288.529,1331.46
157,0,60.4187,498.019,1036.89,57.0693,406.912,1234.21,47.0671,202.77,1405.12,-62.0755,295.436,1337.23
158,0,59.9847,494.935,1037.24,56.628,409.857,1235.63,46.9982,211.614,1413.33,-62.0838,302.317,1342.63
159,0,59.5651,491.773,1037.5,56.1245,412.342,1236.79,46.9454,220.524,1421.02,-62.1446,309.201,1347.65
160,0,59.0929,488.465,1037.72,55.6935,414.873,1237.61,46.745,229.569,1428.24,-62.3605,316.133,1352.25
161,0,58.5952,484.943,1037.81,55.2913,417.424,1238.23,46.626,238.481,1434.9,-62.047,322.216,1356.03
162,0,58.1188,481.337,1037.78,54.9129,419.693,1238.55,46.8787,246.905,1440.76,-62.2033,328.845,1359.61
163,0,57.6443,477.628,1037.71,54.381,421.857,1238.6,46.3906,256.344,1446.43,-62.3314,335.436,1362.78
164,0,57.2613,473.771,1037.58,53.9116,423.767,1238.37,46.2154,265.163,1451.47,-62.5395,341.869,1365.51
165,0,56.8843,469.842,1037.34,53.3361,425.599,1237.73,45.6652,274.195,1455.99,-62.819,348.174,1367.87
166,0,56.5393,465.852,1037.03,52.7667,427.148,1236.96,45.8695,281.944,1459.87,-63.2281,354.299,1369.75
167,0,56.2969,461.804,1036.72,52.2299,428.464,1235.85,44.9384,290.787,1463.41,-63.7013,360.212,1371.22
168,0,55.9741,457.776,1036.38,51.7444,429.517,1234.56,44.7168,298.494,1466.13,-64.2249,365.913,1372.16
169,0,55.7507,453.677,1036,51.3367,430.461,1233.01,44.0496,306.368,1468.4,-64.7092,371.302,1372.62
170,0,55.5512,449.599,1035.57,50.8384,431.135,1231.2,43.4414,314.018,1470.14,-65.2618,376.443,1372.58
171,0,55.4377,445.647,1035.09,50.4317,431.498,1229.11,42.9388,321.48,1471.34,-65.7473,381.343,1372.03
172,0,55.3843,441.89,1034.54,49.9701,431.904,1226.79,42.4026,328.656,1471.93,-66.2518,386.09,1371.06
173,0,55.4496,438.262,1033.81,49.5961,432.192,1224.29,42.0758,335.549,1472.06,-66.6682,390.627,1369.68
174,0,55.5619,434.88,1033.06,49.3534,432.326,1221.68,41.7362,342.123,1471.82,-67.0298,394.96,1368.02
175,0,55.795,431.638,1032.13,49.1727,432.38,1218.93,41.4913,348.378,1471.26,-67.3078,399.209,1366.15
176,0,56.0738,428.556,1031.22,49.0491,432.306,1216.24,41.3214,354.241,1470.48,-67.4015,403.164,1364.13
177,0,56.3962,425.684,1030.29,49.0214,432.182,1213.61,41.249,359.812,1469.56,-67.4358,407.018,1362.06
178,0,56.802,422.992,1029.34,49.1442,431.98,1211.11,41.1759,364.984,1468.57,-67.3288,410.624,1360.05
179,0,57.1546,420.379,1028.31,49.477,431.918,1208.77,41.2722,369.84,1467.49,-67.0398,414.045,1358.07
180,0,57.4853,417.894,1027.43,49.7728,431.488,1206.62,41.4102,374.352,1466.34,-66.7053,417.262,1356.14
181,0,57.6263,415.454,1026.65,49.9839,431.05,1204.64,41.6072,378.647,1465.14,-66.2688,420.292,1354.33
182,0,57.6276,413.062,1026.01,50.2702,430.47,1202.68,41.7953,382.617,1463.88,-65.7806,423.088,1352.54
183,0,57.432,410.686,1025.42,50.5613,429.898,1200.75,42.006,386.331,1462.61,-65.3176,425.785,1350.74
184,0,57.1158,408.28,1024.93,50.8267,429.383,1198.9,42.2251,389.824,1461.33,-64.8409,428.243,1348.93
185,0,56.6978,406.108,1024.46,51.1306,428.853,1197.1,42.4615,393.067,1460.01,-64.4406,430.618,1347.07
186,0,56.3165,404.108,1024.01,51.3396,428.389,1195.36,42.6972,396.18,1458.66,-63.984,432.863,1345.2
187,0,56.0101,402.347,1023.55,51.5775,427.901,1193.65,42.9222,399.094,1457.31,-63.5594,434.942,1343.29
188,0,55.8025,400.802,1023.08,51.7596,427.532,1192.04,43.1387,401.777,1456,-63.1435,436.861,1341.41
189,0,55.7038,399.337,1022.58,51.9344,427.173,1190.54,43.3365,404.266,1454.78,-62.6996,438.643,1339.62
190,0,55.686,398.12,1022.13,52.1699,426.81,1189.17,43.5405,406.556,1453.61,-62.2971,440.343,1337.98
191,0,55.7934,397.082,1021.62,52.3672,426.542,1187.92,43.683,408.699,1452.5,-61.915,441.882,1336.49
192,0,55.8722,396.205,1021.18,52.5315,426.317,1186.77,43.8337,410.651,1451.51,-61.5293,443.327,1335.13
193,0,55.9398,395.55,1020.76,52.7242,426.172,1185.76,43.9058,412.447,1450.58,-61.2908,444.666,1333.94
194,0,56.0152,395.009,1020.35,52.8947,426.087,1184.85,43.9968,414.09,1449.8,-61.0391,445.945,1332.92
195,0,56.0362,394.597,1019.97,53.0115,426.099,1184.13,44.0633,415.601,1449.1,-60.8107,447.042,1332.01
196,0,56.0407,394.352,1019.66,53.0734,426.19,1183.49,44.1091,416.935,1448.54,-60.6666,448.128,1331.25
197,0,56.0079,394.236,1019.4,53.0899,426.345,1183,44.1349,418.2,1448.06,-60.5383,449.12,1330.64
198,0,55.9944,394.228,1019.22,53.0591,426.578,1182.55,44.1562,419.307,1447.68,-60.4919,450.014,1330.15
199,0,55.9523,394.35,1019.06,53.0075,426.856,1182.25,44.196,420.335,1447.38,-60.4565,450.855,1329.81
200,0,55.9403,394.591,1018.94,52.9042,427.218,1182.06,44.2147,421.203,1447.16,-60.444,451.623,1329.55
201,0,55.9498,394.942,1018.83,52.7673,427.635,1181.94,44.2446,422,1447.04,-60.4141,452.272,1329.42
202,0,56.0077,395.373,1018.77,52.6823,428.04,1181.87,44.2679,422.711,1446.98,-60.4757,452.936,1329.39
203,0,56.0412,395.975,1018.74,52.6227,428.462,1181.85,44.2748,423.228,1447.01,-60.4873,453.385,1329.45
204,0,56.1031,396.741,1018.71,52.4883,428.969,1181.91,44.2569,423.729,1447.09,-60.5673,453.795,1329.59
205,0,56.1439,397.525,1018.73,52.3412,429.5,1182.06,44.2445,424.108,1447.24,-60.6798,454.221,1329.82
206,0,56.1318,398.424,1018.78,52.2426,429.971,1182.28,44.2129,424.361,1447.45,-60.8486,454.508,1330.17
207,0,56.1366,399.31,1018.87,52.0023,430.596,1182.54,44.1503,424.497,1447.72,-60.9891,454.683,1330.56
208,0,56.1099,400.283,1018.93,51.8529,431.135,1182.9,44.0382,424.56,1448.03,-61.108,454.793,1330.94
209,0,56.0486,401.311,1019.05,51.5693,431.79,1183.28,43.895,424.452,1448.36,-61.3345,454.813,1331.42
210,0,56.051,402.426,1019.17,51.3513,432.389,1183.65,43.7622,424.23,1448.78,-61.6067,454.722,1332
211,0,56.013,403.542,1019.34,51.0508,433.047,1184.14,43.5696,423.851,1449.3,-61.9072,454.598,1332.65
212,0,55.9711,404.794,1019.5,50.8069,433.618,1184.71,43.3983,423.381,1449.88,-62.2629,454.304,1333.38
213,0,55.9583,406.152,1019.71,50.4393,434.274,1185.31,43.1986,422.728,1450.5,-62.6027,453.966,1334.22
214,0,55.9243,407.634,1019.9,50.1123,434.881,1186.02,42.949,421.927,1451.19,-62.9437,453.506,1335.03
215,0,55.8662,409.248,1020.1,49.6726,435.566,1186.78,42.7088,420.963,1451.93,-63.2939,452.961,1336.02
216,0,55.8202,411,1020.34,49.3372,436.266,1187.64,42.4152,419.854,1452.8,-63.6884,452.334,1337.11
217,0,55.7119,412.914,1020.53,48.9369,437.064,1188.63,42.0234,418.574,1453.73,-64.1355,451.537,1338.29
218,0,55.5984,414.838,1020.76,48.5371,437.842,1189.74,41.6642,417.053,1454.76,-64.6389,450.732,1339.6
219,0,55.4158,416.872,1021.01,48.1149,438.643,1191,41.285,415.397,1455.82,-65.0729,449.631,1341.03
220,0,55.2536,419.036,1021.29,47.6951,439.493,1192.32,40.8439,413.534,1456.96,-65.6311,448.605,1342.45
221,0,55.0719,421.145,1021.6,47.3156,440.331,1193.7,40.4209,411.469,1458.1,-66.1457,447.277,1343.93
222,0,54.8914,423.36,1022.03,46.9432,441.164,1195.17,39.9442,409.229,1459.31,-66.6553,445.913,1345.45
223,0,54.6797,425.687,1022.46,46.5352,442.109,1196.71,39.4878,406.788,1460.54,-67.1733,444.405,1347.05
224,0,54.5309,428.066,1022.88,46.2381,442.933,1198.31,39.0205,404.049,1461.79,-67.6834,442.736,1348.69
225,0,54.2326,430.526,1023.43,45.8686,443.768,1199.99,38.546,401.075,1463.04,-68.2146,440.876,1350.36
226,0,53.9462,433.141,1023.98,45.4665,444.588,1201.76,38.0694,397.861,1464.29,-68.7357,438.875,1352.07
