Trajectories
100
,,Ben_Johnston:Base,,,Ben_Johnston:L5,,,Ben_Johnston:UpperVert,,,Ben_Johnston:Shoulder,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
66,0,82.0811,531.168,1027.79,23.0758,310.242,1172.26,-55.3591,88.3994,1177.6,-130.564,227.46,1161.42
67,0,81.9208,530.599,1024.99,22.3813,305.921,1164.48,-55.9032,84.0725,1163.75,-131.153,223.444,1150.71
68,0,81.7242,529.893,1021.95,21.6931,301.847,1156.7,-56.321,80.0161,1150.22,-131.558,219.569,1140.08
69,0,81.5181,529.125,1018.66,20.9795,297.94,1148.68,-56.7889,76.3827,1137.03,-131.951,216.076,1129.36
70,0,81.2209,528.545,1015.42,20.3031,294.303,1140.65,-57.2572,73.0003,1124.15,-132.378,212.869,1118.81
71,0,81.0702,527.637,1011.71,19.7035,290.681,1132.56,-57.6862,69.8969,1111.55,-132.816,209.871,1108.32
72,0,80.808,526.821,1008.11,18.8958,287.416,1124.57,-58.1286,67.0468,1099.37,-133.183,206.946,1098
73,0,80.5643,525.939,1004.55,18.0534,284.25,1116.59,-58.4737,64.3908,1087.6,-133.599,204.3,1087.88
74,0,80.2039,524.995,1000.97,17.144,281.286,1108.85,-58.7931,61.9405,1076.2,-133.947,201.871,1078.06
75,0,79.9478,523.958,997.49,16.4857,278.445,1101.22,-59.0431,59.8037,1065.11,-134.231,199.71,1068.55
76,0,79.9171,522.943,994.115,15.8943,275.996,1093.85,-59.2573,57.8296,1054.45,-134.435,197.805,1059.45
77,0,80.1516,521.854,990.925,15.8566,273.236,1086.94,-59.4016,56.1472,1044.56,-134.565,196.14,1050.81
78,0,80.7424,520.791,987.958,16.0355,270.855,1080.38,-59.4646,54.5418,1035.15,-134.441,194.48,1042.69
79,0,81.7047,519.964,985.467,16.2376,268.496,1074.2,-59.4045,53.0818,1026.32,-134.256,192.95,1035.21
80,0,82.7757,518.971,982.956,16.7886,266.189,1068.41,-59.2214,51.7023,1018.1,-133.942,191.382,1028.43
81,0,83.7859,517.904,980.611,17.2907,264.07,1063.04,-58.965,50.4094,1010.57,-133.615,189.912,1022.22
82,0,84.7961,516.912,978.551,17.8465,262.088,1058.2,-58.5829,49.2187,1003.57,-133.178,188.674,1016.48
83,0,85.6322,516.002,976.685,18.5228,260.341,1053.68,-58.2034,48.2287,997.198,-132.687,187.6,1011.42
84,0,86.3528,515.213,975.043,19.2421,258.765,1049.66,-57.7144,47.3298,991.527,-132.06,186.677,1007.01
85,0,86.9739,514.546,973.62,19.979,257.423,1046.1,-57.204,46.6134,986.384,-131.402,185.814,1003.24
86,0,87.4814,514.056,972.394,20.7201,256.332,1043.02,-56.6867,45.9979,982.081,-130.636,185.036,1000.04
87,0,87.9376,513.681,971.367,21.366,255.38,1040.45,-56.1066,45.4902,978.47,-129.994,184.387,997.422
88,0,88.2794,513.423,970.511,22.0246,254.685,1038.36,-55.5179,45.0915,975.57,-129.347,183.824,995.391
89,0,88.5967,513.292,969.848,22.6522,254.223,1036.75,-55.0222,44.8442,973.41,-128.852,183.451,993.917
90,0,88.8647,513.29,969.319,23.2665,254.014,1035.69,-54.5411,44.7598,971.945,-128.428,183.213,993
91,0,89.0669,513.45,968.904,23.786,253.987,1034.96,-54.0014,44.7516,971.16,-127.934,183.146,992.64
92,0,89.1706,513.741,968.631,24.2181,254.234,1034.78,-53.4664,44.8913,971.068,-127.443,183.205,992.873
93,0,89.2055,514.154,968.499,24.62,254.743,1035.03,-52.9554,45.1092,971.747,-127.044,183.413,993.608
94,0,89.1442,514.673,968.507,24.835,255.482,1035.79,-52.431,45.4588,973.088,-126.672,183.739,994.902
95,0,89.0085,515.302,968.648,25.0327,256.336,1036.92,-51.9748,45.9052,975.18,-126.344,184.216,996.654
96,0,88.7555,516.017,968.981,25.1516,257.467,1038.57,-51.5037,46.5104,977.958,-126.054,184.796,998.969
97,0,88.4772,516.832,969.445,25.2985,258.727,1040.62,-51.047,47.1851,981.457,-125.923,185.592,1001.83
98,0,88.1457,517.707,970.073,25.3239,260.223,1043.09,-50.6975,48.0961,985.721,-125.721,186.501,1005.2
99,0,87.7926,518.686,970.896,25.316,261.917,1046.02,-50.3449,49.0823,990.512,-125.556,187.548,1009.06
100,0,87.4602,519.685,971.86,25.2314,263.774,1049.4,-50.0708,50.206,996.008,-125.523,188.712,1013.4
101,0,87.0621,520.739,973.041,25.0704,265.802,1053.09,-49.7957,51.4728,1002,-125.528,190.06,1018.15
102,0,86.6958,521.79,974.37,25.0058,267.921,1057.21,-49.5568,52.8516,1008.68,-125.509,191.55,1023.38
103,0,86.287,522.863,975.873,24.9118,270.136,1061.62,-49.3557,54.3096,1016.02,-125.526,193.125,1029.05
104,0,85.8667,523.885,977.552,24.8892,272.562,1066.46,-49.1507,55.9191,1023.98,-125.541,194.81,1035.25
105,0,85.4929,524.811,979.298,24.8128,275.128,1071.55,-48.9506,57.6704,1032.55,-125.498,196.641,1041.96
106,0,85.1599,525.697,981.178,24.7914,277.768,1077.03,-48.6398,59.5818,1041.65,-125.481,198.537,1049.11
107,0,84.8042,526.473,983.084,24.7692,280.58,1082.8,-48.4105,61.6338,1051.39,-125.377,200.651,1056.73
108,0,84.4616,527.203,985.195,24.7597,283.462,1088.88,-48.0845,63.8504,1061.57,-125.366,202.849,1064.81
109,0,84.1291,527.892,987.349,24.8928,286.415,1095.12,-47.7693,66.2566,1072.11,-125.099,205.251,1072.92
110,0,83.8336,528.595,989.667,24.8785,289.583,1101.62,-47.4466,68.8397,1083.13,-124.945,207.767,1081.64
111,0,83.4694,529.201,991.964,25.1159,292.786,1108.24,-47.031,71.5688,1094.62,-124.708,210.449,1090.64
112,0,83.1026,529.738,994.326,25.3401,296.165,1115.06,-46.5957,74.56,1106.45,-124.347,213.34,1099.93
113,0,82.6626,530.29,996.801,25.5324,299.611,1121.93,-46.0726,77.7039,1118.73,-123.976,216.334,1109.5
114,0,82.2694,530.628,999.284,25.8384,303.056,1129.01,-45.5302,81.0787,1131.17,-123.639,219.495,1119.35
115,0,81.883,530.598,1001.54,26.0571,306.583,1136.05,-44.9422,84.6067,1143.94,-123.197,222.747,1129.33
116,0,81.2834,530.643,1003.97,26.3064,310.23,1143.28,-44.3334,88.3829,1156.92,-122.625,226.291,1139.78
117,0,80.6333,530.52,1006.48,26.4541,313.889,1150.46,-43.7788,92.3458,1170.19,-122.23,229.774,1150.16
118,0,79.8873,530.283,1008.98,26.7315,317.647,1157.73,-43.0491,96.628,1183.63,-121.81,233.551,1160.48
119,0,79.0908,529.873,1011.44,26.9875,321.483,1164.99,-42.4664,101.048,1197.11,-121.341,237.479,1171
120,0,78.2185,529.285,1013.91,27.1745,325.387,1172.23,-41.8321,105.753,1210.7,-120.81,241.563,1181.69
121,0,77.3503,528.521,1016.33,27.4305,329.343,1179.36,-41.2277,110.666,1224.45,-120.253,245.769,1192.32
122,0,76.4184,527.602,1018.71,27.5886,333.324,1186.31,-40.4206,115.841,1238.13,-119.646,249.955,1202.96
123,0,75.5127,526.5,1021.08,27.7474,337.178,1193.17,-39.6775,121.211,1251.82,-118.981,254.355,1213.5
124,0,74.512,525.139,1023.37,27.9564,341.258,1199.99,-38.845,126.8,1265.41,-118.377,258.861,1223.92
125,0,73.4417,523.622,1025.64,28.4154,345.391,1206.9,-38.0042,132.614,1278.86,-117.828,263.557,1234.25
126,0,72.3023,521.886,1027.78,28.5215,349.178,1213.12,-37.1454,138.682,1292.1,-117.131,268.431,1244.35
127,0,71.1836,519.933,1029.89,28.7411,353.308,1219.44,-36.2155,144.977,1305,-116.446,273.433,1254.24
128,0,70.0544,517.838,1031.88,29.0611,357.244,1225.29,-35.188,151.483,1317.76,-115.645,278.649,1263.91
129,0,68.852,515.553,1033.76,29.2624,360.966,1230.75,-34.1674,158.175,1330.18,-114.825,283.971,1273.33
130,0,67.5616,513.069,1035.55,29.5517,364.725,1235.96,-33.1166,165.083,1342.27,-114.019,289.343,1282.41
131,0,66.2706,510.446,1037.22,29.7197,368.534,1240.79,-32.0215,172.125,1353.96,-113.137,294.837,1291.18
132,0,64.9252,507.676,1038.76,29.9042,372.13,1245.28,-30.9833,179.27,1365.14,-112.356,300.505,1299.62
133,0,63.5213,504.727,1040.12,30.0101,375.654,1249.42,-29.8725,186.531,1375.95,-111.262,305.579,1307.26
134,0,62.1058,501.785,1041.38,30.1409,379.077,1253.15,-28.7899,193.86,1386.28,-110.506,311.094,1314.7
135,0,60.7371,498.584,1042.5,30.2244,382.387,1256.58,-27.6851,201.204,1396.02,-109.743,316.543,1321.66
136,0,59.276,495.317,1043.54,30.2574,385.631,1259.64,-26.6075,208.499,1405.28,-108.951,321.892,1328.19
137,0,57.9305,491.876,1044.44,30.242,388.576,1262.39,-25.7034,215.705,1413.89,-108.309,327.251,1334.38
138,0,56.6166,488.324,1045.26,30.2119,391.204,1264.71,-24.4781,222.355,1421.52,-107.691,332.318,1340.04
139,0,55.2858,484.606,1045.91,30.0719,393.816,1266.71,-23.6064,229.26,1428.93,-107.134,337.3,1345.31
140,0,53.9865,480.725,1046.42,30.0297,396.037,1268.36,-22.7266,236.126,1435.81,-106.645,342.001,1349.94
141,0,52.6492,476.722,1046.82,29.8927,398.119,1269.63,-21.8971,242.954,1441.93,-106.256,346.692,1354.04
142,0,51.3173,472.618,1047.11,29.8791,400.285,1270.59,-20.9762,249.771,1447.55,-105.87,351.204,1357.54
143,0,49.9767,468.453,1047.27,29.7123,401.939,1270.94,-20.042,256.513,1452.44,-105.597,355.7,1360.47
144,0,48.6024,464.314,1047.27,29.5107,403.662,1270.88,-19.0846,263.28,1456.73,-105.179,360.065,1362.88
145,0,47.2558,460.189,1047.04,29.4221,405.33,1270.42,-18.1136,269.946,1460.37,-104.807,364.489,1364.78
146,0,45.8108,456.09,1046.59,29.1471,406.68,1269.43,-17.1013,276.524,1463.36,-104.296,368.689,1366.08
147,0,44.2969,452.065,1046.01,28.9255,407.905,1268.04,-16.0607,282.947,1465.76,-103.867,372.913,1366.92
148,0,42.7536,448.101,1045.22,28.6998,409.214,1266.34,-14.9904,289.147,1467.61,-103.311,377.053,1367.28
149,0,41.2662,444.414,1044.27,28.359,410.26,1264.32,-13.9486,295.163,1469.04,-102.738,380.944,1367.2
150,0,39.6901,441.009,1043.17,28.0265,411.14,1262.07,-12.9194,301.008,1470.01,-102.222,384.684,1366.75
151,0,38.1485,437.759,1041.92,27.6645,412.059,1259.68,-11.8902,306.539,1470.59,-101.714,388.241,1365.98
152,0,36.6037,434.746,1040.59,27.3198,412.793,1257.22,-10.9439,311.914,1470.9,-101.248,391.61,1364.96
153,0,35.0654,432.082,1039.26,26.8763,413.537,1254.87,-10.124,317.011,1471.01,-100.861,394.787,1363.76
154,0,33.6385,429.549,1038.01,26.33,414.082,1252.51,-9.29404,321.847,1470.97,-100.524,397.745,1362.61
155,0,32.2608,427.174,1036.84,25.82,414.419,1250.35,-8.55358,326.383,1470.89,-100.308,400.574,1361.54
156,0,31.0672,424.984,1035.83,25.315,414.834,1248.44,-7.87618,330.571,1470.73,-100.046,403.179,1360.54
157,0,30.0701,422.838,1034.92,24.8086,415.169,1246.74,-7.2166,334.512,1470.47,-99.9075,405.635,1359.65
158,0,29.1319,420.646,1034.14,24.3418,415.486,1245.19,-6.60672,338.279,1470.21,-99.8,407.873,1358.82
159,0,28.2156,418.465,1033.42,23.8601,415.547,1243.73,-6.06696,341.844,1469.9,-99.7458,409.907,1357.97
160,0,27.329,416.223,1032.76,23.5278,415.737,1242.3,-5.54242,345.237,1469.45,-99.754,411.763,1357.11
161,0,26.4194,413.961,1032.22,23.0072,415.653,1240.95,-5.0844,348.466,1468.94,-99.8044,413.569,1356.21
162,0,25.4504,411.716,1031.7,22.4946,415.578,1239.55,-4.60989,351.523,1468.34,-99.9016,415.279,1355.24
163,0,24.4277,409.444,1031.26,22.0033,415.484,1238.16,-4.22228,354.383,1467.69,-99.9672,416.89,1354.26
164,0,23.3107,407.278,1030.86,21.5434,415.328,1236.71,-3.85163,357.088,1466.96,-100.05,418.378,1353.17
165,0,22.1619,405.148,1030.46,20.9902,415.076,1235.24,-3.51078,359.601,1466.15,-100.139,419.8,1352
166,0,21.022,403.129,1029.98,20.5164,414.855,1233.72,-3.24147,361.998,1465.31,-100.203,421.08,1350.69
167,0,19.899,401.248,1029.45,20.0672,414.604,1232.17,-3.04515,364.272,1464.36,-100.212,422.14,1349.32
168,0,18.8487,399.535,1028.9,19.6195,414.249,1230.67,-2.92653,366.303,1463.45,-100.319,423.188,1347.98
169,0,17.9334,397.911,1028.4,19.1446,413.76,1229.25,-2.80453,368.152,1462.56,-100.375,424.018,1346.72
170,0,17.1303,396.463,1027.89,18.7157,413.499,1227.91,-2.82867,369.796,1461.77,-100.477,424.823,1345.54
171,0,16.5638,395.097,1027.43,18.2032,413.07,1226.72,-2.84517,371.185,1461.01,-100.586,425.405,1344.45
172,0,16.0847,393.863,1027.05,17.7616,412.731,1225.74,-2.93932,372.342,1460.38,-100.78,425.955,1343.57
173,0,15.6745,392.836,1026.77,17.3453,412.28,1224.94,-3.09046,373.328,1459.83,-100.969,426.343,1342.79
174,0,15.3559,391.903,1026.55,16.955,411.815,1224.32,-3.29577,374.065,1459.43,-101.214,426.62,1342.18
175,0,15.1265,391.086,1026.45,16.6064,411.395,1223.83,-3.56122,374.591,1459.08,-101.507,426.806,1341.67
176,0,14.8713,390.34,1026.41,16.225,411.074,1223.45,-3.8969,374.984,1458.81,-101.82,426.911,1341.29
177,0,14.6822,389.74,1026.44,15.8445,410.658,1223.21,-4.27762,375.161,1458.66,-102.106,426.883,1340.98
178,0,14.4949,389.229,1026.52,15.5447,410.389,1223.05,-4.70637,375.226,1458.54,-102.439,426.772,1340.77
179,0,14.377,388.908,1026.62,15.1316,410.056,1222.99,-5.12301,375.109,1458.5,-102.84,426.6,1340.62
180,0,14.2531,388.731,1026.73,14.8334,409.787,1223.04,-5.60442,374.816,1458.54,-103.191,426.368,1340.54
181,0,14.1522,388.752,1026.86,14.5306,409.551,1223.19,-6.12756,374.389,1458.65,-103.586,426.064,1340.55
182,0,14.138,388.953,1026.97,14.1803,409.222,1223.42,-6.65573,373.782,1458.79,-103.96,425.669,1340.67
183,0,14.1601,389.397,1027.12,13.7616,408.873,1223.77,-7.18177,373.062,1459.01,-104.331,425.145,1340.86
184,0,14.2565,389.983,1027.23,13.4907,408.597,1224.12,-7.77345,372.178,1459.31,-104.728,424.608,1341.15
185,0,14.4494,390.735,1027.35,13.1971,408.28,1224.57,-8.4513,371.129,1459.65,-105.141,423.957,1341.52
186,0,14.6851,391.596,1027.53,12.9929,408.088,1225.05,-9.06563,369.898,1460.06,-105.605,423.201,1341.96
187,0,14.9886,392.553,1027.77,12.7664,407.764,1225.72,-9.79103,368.508,1460.52,-106.087,422.401,1342.49
188,0,15.3299,393.655,1028.13,12.4823,407.548,1226.49,-10.5384,366.923,1461.08,-106.513,421.33,1343.11
189,0,15.7285,394.835,1028.52,12.2941,407.317,1227.39,-11.3089,365.139,1461.67,-107.049,420.365,1343.86
190,0,16.1026,396.081,1028.98,12.0484,407.058,1228.42,-12.146,363.161,1462.35,-107.565,419.14,1344.63
191,0,16.4917,397.387,1029.61,11.8018,406.823,1229.57,-13.0516,361.008,1463.05,-108.155,417.951,1345.57
192,0,16.8902,398.853,1030.27,11.5754,406.543,1230.86,-13.9323,358.578,1463.85,-108.672,416.595,1346.55
193,0,17.2431,400.423,1030.99,11.3792,406.32,1232.19,-14.9031,355.981,1464.64,-109.218,415.126,1347.62
194,0,17.6434,402.122,1031.73,11.2295,406.036,1233.6,-15.8629,353.129,1465.44,-109.802,413.553,1348.79
195,0,18.081,404.006,1032.47,11.0773,405.74,1235.12,-16.8246,350.031,1466.25,-110.357,411.783,1349.98
196,0,18.5333,406,1033.28,10.8804,405.429,1236.73,-17.9021,346.755,1467.05,-110.956,409.915,1351.19
197,0,19.0481,408.152,1034.06,10.6856,405.142,1238.4,-18.9607,343.177,1467.82,-111.572,407.918,1352.46
198,0,19.6455,410.478,1034.93,10.5073,404.742,1240.16,-20.1112,339.333,1468.55,-112.27,405.753,1353.78
199,0,20.1636,412.978,1035.77,10.2888,404.429,1241.96,-21.3406,335.254,1469.18,-113.048,403.313,1355.03
200,0,20.6031,415.568,1036.73,10.0501,403.966,1243.88,-22.6138,330.907,1469.7,-113.837,400.666,1356.26
201,0,20.9913,418.305,1037.6,9.72891,403.6,1245.84,-23.9585,326.302,1470.11,-114.723,397.914,1357.47
202,0,21.2875,421.264,1038.43,9.41861,403.237,1247.81,-25.3408,321.408,1470.36,-115.701,394.989,1358.64
203,0,21.6115,424.275,1039.2,9.07139,402.715,1249.78,-26.7703,316.215,1470.45,-116.637,391.744,1359.7
204,0,21.9668,427.452,1039.96,8.75021,402.154,1251.82,-28.1923,310.732,1470.32,-117.639,388.42,1360.67
205,0,22.2899,430.788,1040.7,8.43224,401.532,1253.88,-29.6402,304.947,1469.95,-118.673,384.825,1361.49
206,0,22.6933,434.222,1041.34,8.20875,400.922,1255.9,-31.0795,298.902,1469.31,-119.589,380.959,1362.11
207,0,23.1326,437.749,1041.94,8.10352,400.008,1257.86,-32.4882,292.62,1468.34,-120.584,376.87,1362.54
208,0,23.5833,441.319,1042.49,7.91756,399.117,1259.68,-33.937,286.16,1466.98,-121.576,372.644,1362.67
209,0,24.1,444.992,1043.06,7.88801,397.946,1261.37,-35.3345,279.356,1465.23,-122.462,368.1,1362.53
210,0,24.6872,448.822,1043.61,7.83871,396.668,1262.94,-36.6302,272.356,1463.08,-123.408,363.454,1362.19
211,0,25.2162,452.734,1044.29,7.74174,395.224,1264.43,-38.0039,265.007,1460.48,-124.236,358.461,1361.53
212,0,25.7785,456.636,1045,7.65673,393.514,1265.86,-39.2833,257.399,1457.37,-125.141,353.303,1360.62
213,0,26.4326,460.614,1045.74,7.5599,391.616,1267.15,-40.5532,249.498,1453.71,-126.06,347.801,1359.24
214,0,27.0325,464.642,1046.59,7.46843,389.579,1268.24,-41.9558,241.538,1449.53,-127.042,342.073,1357.38
215,0,27.729,468.822,1047.46,7.43092,387.407,1269.11,-43.1366,233.172,1444.65,-128.026,336.137,1355.03
216,0,28.3139,472.909,1048.31,7.25094,385.058,1269.67,-44.3145,224.764,1439.11,-129.033,329.943,1352.16
217,0,29.0232,476.958,1049.03,7.18439,382.373,1269.92,-45.5164,216.299,1432.95,-130.035,323.66,1348.8
218,0,29.7034,480.926,1049.76,7.03579,379.45,1269.65,-46.7246,208.118,1426.46,-130.984,317.261,1344.84
219,0,30.5019,484.84,1050.29,6.90031,376.199,1268.82,-47.6237,199.389,1418.7,-131.86,310.755,1340.22
220,0,31.2566,488.534,1050.7,6.79448,372.708,1267.46,-48.4684,190.832,1410.25,-132.648,304.203,1334.98
221,0,32.1615,492.118,1050.97,6.75425,368.928,1265.55,-49.2521,182.329,1401.12,-133.355,297.674,1329.14
222,0,33.0044,495.5,1051.08,6.7039,364.965,1263.15,-49.953,173.878,1391.34,-134.242,291.469,1322.79
223,0,33.9944,498.613,1051.03,6.59355,361.132,1260.24,-50.6582,165.601,1380.91,-134.854,284.825,1315.65
224,0,34.8708,501.621,1050.86,6.36949,357.007,1256.71,-51.24,157.462,1369.82,-135.388,278.072,1307.79
225,0,35.8393,504.363,1050.54,5.98376,352.728,1252.75,-51.8611,149.553,1358.04,-136.059,271.569,1299.46
226,0,36.7279,507.029,1050.12,5.39234,348.533,1248.37,-52.5408,141.832,1345.72,-136.831,265.111,1290.53
