Joints
100
,,Ben_Johnston:World_Lower,,,,,,Ben_Johnston:World_Upper,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,deg,deg,deg,mm,mm,mm,deg,deg,deg,mm,mm,mm

Segments
100
,,Ben_Johnston:Lower,,,,,,Ben_Johnston:Upper,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,deg,deg,deg,mm,mm,mm,deg,deg,deg,mm,mm,mm

Trajectories
100
,,Ben_Johnston:Base,,,Ben_Johnston:L5,,,Ben_Johnston:UpperVert,,,Ben_Johnston:Shoulder,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,152.422,-5.93059,1007.83,145.256,-1.41562,1179.65,158.263,1.83007,1401.29,109.872,124.619,1397.03
2,0,152.346,-5.98459,1007.83,145.187,-1.45326,1179.62,158.161,1.82869,1401.29,109.837,124.632,1397.03
3,0,152.266,-6.02862,1007.83,145.122,-1.47218,1179.64,158.088,1.85218,1401.28,109.723,124.63,1397.01
4,0,152.189,-6.06333,1007.85,145.049,-1.48863,1179.64,158.03,1.84751,1401.26,109.565,124.597,1396.99
5,0,152.105,-6.09376,1007.86,144.974,-1.49795,1179.65,157.939,1.82511,1401.28,109.503,124.597,1397
6,0,152.002,-6.14465,1007.89,144.906,-1.52496,1179.65,157.887,1.82322,1401.3,109.441,124.596,1397.01
7,0,151.915,-6.171,1007.89,144.847,-1.54033,1179.65,157.788,1.82872,1401.3,109.341,124.581,1396.99
8,0,151.831,-6.19536,1007.89,144.765,-1.56876,1179.64,157.707,1.82189,1401.28,109.263,124.57,1396.98
9,0,151.772,-6.23499,1007.88,144.718,-1.57528,1179.63,157.607,1.82573,1401.29,109.116,124.548,1396.92
10,0,151.71,-6.25165,1007.87,144.652,-1.57073,1179.66,157.556,1.82642,1401.3,109.012,124.526,1396.96
11,0,151.67,-6.28542,1007.87,144.604,-1.5778,1179.65,157.466,1.7855,1401.31,108.938,124.519,1396.95
12,0,151.615,-6.31205,1007.86,144.536,-1.61528,1179.66,157.369,1.7729,1401.32,108.851,124.49,1396.95
13,0,151.569,-6.31759,1007.87,144.465,-1.61657,1179.67,157.268,1.77261,1401.32,108.75,124.481,1396.94
14,0,151.513,-6.31124,1007.86,144.392,-1.64956,1179.67,157.182,1.75109,1401.34,108.664,124.457,1396.94
15,0,151.464,-6.3366,1007.86,144.345,-1.67411,1179.66,157.099,1.67709,1401.32,108.586,124.434,1396.92
16,0,151.41,-6.36518,1007.87,144.271,-1.70809,1179.67,157.019,1.64522,1401.34,108.505,124.396,1396.91
17,0,151.347,-6.37962,1007.88,144.187,-1.76997,1179.69,156.909,1.63807,1401.35,108.427,124.362,1396.91
18,0,151.278,-6.41901,1007.88,144.126,-1.7862,1179.69,156.819,1.59607,1401.34,108.359,124.33,1396.93
