Trajectories
100
,,Ben_Johnston:Base,,,Ben_Johnston:L5,,,Ben_Johnston:UpperVert,,,Ben_Johnston:Shoulder,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
22,0,18.7687,447.034,1026.63,9.4342,470.451,1223.1,12.7824,420.023,1465.41,-96.0378,432.752,1349.07
23,0,16.3299,447.013,1026.8,5.71496,469.448,1223.34,10.3581,419.051,1466.01,-99.4815,429.363,1349.43
24,0,13.7216,446.9,1026.95,1.93498,468.258,1223.71,8.27213,416.739,1465.58,-102.018,423.981,1349.53
25,0,10.733,446.986,1027.06,-2.15244,466.773,1223.96,6.25896,414.035,1465.34,-104.445,418.21,1349.68
26,0,7.91154,446.739,1027.21,-5.24831,463.938,1224.5,4.18173,411.442,1465.13,-106.727,411.886,1349.79
27,0,5.00586,445.792,1027.2,-9.9253,462.592,1224.8,1.95532,408.946,1465.04,-108.987,405.454,1349.89
28,0,1.97003,445.097,1027.2,-14.1601,460.332,1225.05,-0.163622,406.21,1464.92,-111.118,398.799,1350
29,0,-1.16204,444.188,1027.16,-18.5039,458.081,1225.2,-2.34532,403.424,1464.82,-113.128,391.955,1350.07
30,0,-4.32467,443.052,1027.11,-22.5051,454.891,1225.26,-4.50136,400.471,1464.78,-114.822,384.697,1350.12
31,0,-7.526,441.773,1027.08,-26.8221,451.892,1225.29,-6.94343,397.98,1464.93,-116.321,377.231,1350.12
32,0,-10.691,440.2,1027.05,-31.1882,448.471,1225.4,-10.0133,396.431,1465.12,-117.8,369.945,1350.03
33,0,-13.9227,438.514,1027.03,-35.5564,444.965,1225.47,-11.919,392.665,1464.85,-118.685,362.017,1350.25
34,0,-17.1684,436.667,1027.03,-39.8583,441.015,1225.55,-13.0795,387.647,1464.36,-119.327,353.86,1350.27
35,0,-20.3631,434.626,1027.04,-44.2402,437.225,1225.57,-14.9847,383.906,1464.19,-119.646,345.605,1350.25
36,0,-23.5204,432.375,1027.02,-48.4934,433.032,1225.56,-16.8097,380.023,1464.02,-119.607,337.135,1350.29
37,0,-26.6524,429.953,1027,-52.6152,428.373,1225.43,-18.5011,375.999,1463.78,-119.223,328.469,1350.23
38,0,-29.8417,427.528,1027.04,-56.4237,423.351,1225.42,-20.072,371.744,1463.53,-118.389,319.581,1350.14
39,0,-32.8975,425.017,1027.07,-59.9321,417.909,1225.4,-21.553,367.29,1463.23,-117.117,310.48,1349.93
40,0,-35.4915,421.679,1026.92,-63.4016,412.566,1225.37,-22.8344,362.632,1462.87,-115.233,301.206,1349.6
41,0,-38.116,418.624,1026.84,-66.3528,406.409,1225.27,-23.9957,357.77,1462.47,-112.8,291.821,1349.14
42,0,-40.5517,415.463,1026.75,-69.2282,400.191,1225.02,-24.9663,352.78,1462.05,-109.775,282.414,1348.63
43,0,-42.7897,412.191,1026.62,-71.8391,393.694,1224.74,-25.7759,347.64,1461.63,-106.285,273.072,1348.04
44,0,-44.7961,408.838,1026.51,-74.0776,387.15,1224.42,-26.4177,342.406,1461.2,-102.334,263.769,1347.48
45,0,-46.6552,405.442,1026.42,-76.1051,380.298,1224.13,-26.8041,337.059,1460.76,-97.8253,254.668,1347.02
46,0,-48.2864,401.978,1026.4,-77.8283,373.339,1223.89,-27.0031,331.669,1460.32,-93.0108,245.727,1346.56
47,0,-49.7142,398.425,1026.36,-79.0894,366.421,1223.73,-26.8854,326.175,1459.83,-87.6624,237.045,1346.02
48,0,-50.9695,394.823,1026.32,-80.2097,359.42,1223.62,-26.6375,320.758,1459.33,-81.9388,228.756,1345.47
49,0,-52.0513,391.235,1026.32,-80.8859,352.403,1223.42,-26.1416,315.393,1458.82,-75.7795,220.852,1344.91
50,0,-52.9304,387.568,1026.27,-81.2243,345.386,1223.21,-25.4282,309.995,1458.29,-69.3943,213.33,1344.32
51,0,-53.5464,383.845,1026.2,-81.1302,338.476,1222.82,-24.5528,304.729,1457.77,-62.653,206.254,1343.75
52,0,-53.9388,380.123,1026.08,-80.6479,331.488,1222.38,-23.7109,299.587,1457.34,-56.0825,199.441,1343.16
53,0,-54.2409,376.447,1025.99,-79.9445,324.815,1221.84,-22.1846,294.449,1456.76,-48.8771,193.31,1342.53
54,0,-54.4351,372.8,1025.89,-79.0735,318.139,1221.39,-20.6207,289.438,1456.28,-41.4664,187.548,1342.1
55,0,-54.5174,369.242,1025.83,-78.1001,311.605,1220.96,-19.1962,284.522,1455.86,-34.2394,182.27,1341.78
56,0,-54.5653,365.709,1025.76,-76.775,305.341,1220.69,-17.0896,280.024,1455.33,-26.9941,177.452,1341.55
57,0,-54.5171,362.177,1025.63,-75.4293,299.172,1220.51,-14.9666,275.765,1454.89,-19.922,172.995,1341.39
58,0,-54.3585,358.702,1025.57,-73.8304,293.311,1220.21,-12.8402,271.643,1454.51,-12.9854,168.975,1341.37
59,0,-54.0617,355.443,1025.51,-72.1717,287.672,1219.83,-10.6878,267.724,1454.13,-6.40806,165.248,1341.42
60,0,-53.7127,352.286,1025.46,-70.512,282.061,1219.34,-8.46495,264.107,1453.83,0.0267089,161.981,1341.51
61,0,-53.2857,349.302,1025.39,-68.6043,277.19,1219.01,-6.16142,260.775,1453.54,6.56518,159.177,1341.58
62,0,-52.843,346.5,1025.37,-66.6557,272.503,1218.84,-4.06927,257.762,1453.35,12.4206,156.694,1341.84
63,0,-52.2077,343.753,1025.29,-64.9165,268.384,1218.6,-1.75142,255.148,1452.94,17.8446,154.464,1342.15
64,0,-51.6458,341.057,1025.26,-63.0102,264.413,1218.42,0.51362,252.93,1452.65,22.8277,152.606,1342.47
65,0,-50.9774,338.419,1025.19,-61.1601,260.653,1218.16,2.63539,250.99,1452.5,27.3965,151.02,1342.85
66,0,-50.2902,335.876,1025.12,-59.3013,257.339,1218.02,4.62091,249.449,1452.36,31.4353,149.71,1343.32
67,0,-49.489,333.39,1024.97,-57.5905,254.434,1217.79,6.38486,248.225,1452.25,35.0699,148.642,1343.75
68,0,-48.7157,331.022,1024.84,-56.0011,251.894,1217.7,7.99123,247.266,1452.12,38.2807,147.786,1344.19
69,0,-47.9332,328.766,1024.69,-54.5078,249.704,1217.6,9.55111,246.542,1451.98,40.9923,146.626,1344.71
70,0,-47.2604,326.745,1024.56,-53.1826,247.887,1217.55,10.918,246.005,1451.92,43.5244,146.019,1345.04
71,0,-46.6085,324.879,1024.5,-51.9627,246.145,1217.54,12.2146,245.705,1451.88,45.7805,145.602,1345.42
72,0,-46.067,323.266,1024.48,-50.842,244.669,1217.62,13.4528,245.531,1451.87,47.6795,145.283,1345.84
73,0,-45.6322,321.875,1024.47,-49.8584,243.513,1217.79,14.52,245.531,1451.91,49.0716,145.079,1346.24
74,0,-45.1372,320.681,1024.43,-49.044,242.658,1217.85,15.4121,245.72,1451.97,50.1457,144.855,1346.6
75,0,-44.6485,319.785,1024.39,-48.3409,242.178,1217.93,16.2249,246.039,1452.05,50.7435,144.766,1346.91
76,0,-44.1105,319.086,1024.35,-47.7746,241.941,1217.95,16.8125,246.494,1452.15,51.0634,144.71,1347.23
77,0,-43.4858,318.648,1024.36,-47.3136,242.037,1217.99,17.3163,247.057,1452.28,51.0591,144.716,1347.52
78,0,-42.8644,318.398,1024.44,-47.0222,242.391,1218.14,17.6097,247.717,1452.42,50.7122,144.794,1347.8
79,0,-42.2616,318.398,1024.57,-46.8402,242.94,1218.31,17.7925,248.477,1452.61,50.0849,144.899,1348.1
80,0,-41.6397,318.659,1024.71,-46.795,243.771,1218.45,17.9311,249.382,1452.81,49.1745,145.183,1348.36
81,0,-41.1574,319.122,1024.9,-46.8537,244.839,1218.73,17.9738,250.339,1453.07,48.1852,145.961,1348.68
82,0,-40.6355,319.878,1025.12,-47.1391,246.121,1219.06,17.8989,251.468,1453.31,46.6737,146.346,1349.06
83,0,-40.1755,320.825,1025.33,-47.5471,247.659,1219.46,17.7814,252.671,1453.62,44.8671,146.841,1349.4
84,0,-39.7014,322.049,1025.58,-48.0457,249.457,1219.91,17.4757,253.954,1454,42.7847,147.394,1349.79
85,0,-39.2468,323.424,1025.85,-48.6112,251.467,1220.35,17.0209,255.427,1454.54,40.3296,148.061,1350.15
86,0,-38.7688,325.084,1026.17,-49.256,253.714,1220.81,16.7286,256.999,1454.84,37.624,148.881,1350.43
87,0,-38.1953,326.868,1026.42,-50.0106,256.41,1221.15,16.343,258.708,1455.05,34.5833,149.938,1350.71
88,0,-37.6438,328.848,1026.67,-50.5463,259.188,1221.54,15.8106,260.559,1455.25,31.27,151.199,1350.93
89,0,-37.0445,330.984,1026.87,-51.287,262.376,1221.81,15.2384,262.561,1455.48,27.6441,152.604,1351.08
90,0,-36.3698,333.349,1027.04,-52.1319,265.924,1222.15,14.6239,264.733,1455.71,23.7759,154.346,1351.2
91,0,-35.6536,335.822,1027.18,-52.8155,270,1222.57,13.9689,267.098,1455.96,19.4101,156.265,1351.47
92,0,-34.9052,338.494,1027.34,-53.5469,274.149,1222.88,13.3062,269.609,1456.25,15.0537,158.43,1351.59
93,0,-34.061,341.315,1027.47,-54.0295,278.593,1223.11,12.6058,272.296,1456.56,10.7223,161.009,1351.67
94,0,-33.0948,344.296,1027.62,-54.5718,283.197,1223.36,11.7787,275.081,1456.91,6.14985,163.802,1351.68
95,0,-31.9957,347.418,1027.8,-55.0496,288.155,1223.58,11.0781,278.012,1457.32,1.33314,166.927,1351.72
96,0,-30.757,350.589,1028.06,-55.2209,293.303,1223.78,10.951,281.331,1457.61,-3.6566,170.381,1351.82
97,0,-29.437,353.964,1028.34,-55.3971,298.778,1224.19,10.3396,284.638,1458.05,-8.76291,174.229,1351.93
98,0,-27.9437,357.399,1028.61,-55.2179,304.376,1224.45,10.2119,288.001,1458.38,-13.8575,178.478,1352.1
99,0,-26.3148,361.073,1028.9,-54.9665,310.471,1224.75,10.2406,291.583,1458.64,-19.0523,183.083,1352.22
100,0,-24.551,364.909,1029.18,-54.3125,316.623,1225.07,10.2602,295.264,1458.98,-24.1988,188.147,1352.5
101,0,-22.5906,368.851,1029.48,-53.3978,323.074,1225.44,10.4438,299.182,1459.34,-29.2409,193.895,1352.74
102,0,-20.4515,372.896,1029.78,-52.1636,329.653,1225.86,10.8621,303.155,1459.77,-34.0966,199.83,1352.96
103,0,-18.123,377.014,1030.1,-50.5578,336.469,1226.25,11.5234,307.294,1460.22,-38.5303,206.205,1353.12
104,0,-15.6569,381.195,1030.38,-48.6866,343.337,1226.71,12.3871,311.454,1460.73,-42.8531,213.018,1353.49
105,0,-12.9444,385.341,1030.65,-46.3253,350.389,1227.27,13.526,315.702,1461.25,-47.0838,220.221,1353.96
106,0,-10.0888,389.552,1030.94,-43.5978,357.441,1227.79,14.8518,320.052,1461.78,-50.9454,227.854,1354.46
107,0,-7.20876,394.052,1031.26,-40.5884,364.58,1228.32,16.4962,324.486,1462.27,-54.4848,235.876,1354.97
108,0,-3.62617,397.757,1031.34,-36.9345,371.677,1228.81,18.3542,328.905,1462.74,-57.7463,244.302,1355.49
109,0,-0.103628,401.842,1031.48,-32.8106,378.592,1229.27,20.5799,333.359,1463.19,-60.599,253.079,1356.02
110,0,3.69305,405.82,1031.63,-28.1956,385.248,1229.66,23.0049,337.738,1463.61,-62.9502,262.097,1356.48
111,0,7.80551,409.726,1031.69,-23.447,392.032,1230.03,25.7616,342.091,1464.02,-64.9091,271.385,1357.03
112,0,12.0923,413.556,1031.76,-17.9626,398.311,1230.34,28.8444,346.27,1464.38,-66.2948,280.884,1357.55
113,0,16.6899,417.14,1031.8,-11.8673,404.076,1230.67,32.2164,350.283,1464.72,-67.1268,290.58,1358.04
114,0,21.4853,420.65,1031.78,-5.35609,409.424,1231.01,35.8925,354.119,1465,-67.2956,300.353,1358.53
115,0,26.4835,423.925,1031.73,1.21469,415.074,1231.3,39.8866,357.708,1465.25,-66.8708,310.326,1359.02
116,0,31.6546,427.109,1031.65,8.11747,420.511,1231.5,44.2297,361.141,1465.5,-65.7256,320.276,1359.52
117,0,37.0336,429.736,1031.53,14.9912,425.925,1231.65,48.6771,364.54,1465.94,-64.0755,330.669,1359.98
118,0,42.8429,431.853,1031.3,22.7741,430.125,1231.87,53.9345,366.731,1465.76,-61.2928,339.928,1360.49
119,0,48.5962,433.881,1031.11,30.4922,434.412,1231.81,58.9445,369.41,1465.93,-58.0522,349.645,1360.97
120,0,54.4437,435.529,1030.87,38.4856,438.274,1231.88,64.0785,371.85,1466.03,-54.2418,359.281,1361.4
121,0,60.3289,436.836,1030.55,46.7874,441.341,1231.75,69.3792,374.135,1466.12,-49.8197,368.672,1361.76
122,0,66.2519,437.736,1030.22,55.6236,443.417,1231.53,74.8016,376.16,1466.53,-44.7776,377.806,1361.99
123,0,72.187,438.242,1029.83,64.4491,445.004,1231.14,81.4793,375.65,1465.61,-39.1757,386.731,1362.19
124,0,78.1249,438.262,1029.36,73.3873,445.918,1230.58,87.3494,376.127,1465.3,-32.9452,395.189,1362.25
125,0,83.9815,437.913,1028.97,82.3075,446.219,1230.04,93.2902,376.401,1465.05,-26.7381,404.215,1362.52
126,0,89.7301,437.17,1028.51,91.129,445.918,1229.37,99.1647,376.085,1464.72,-18.2928,409.714,1362.1
127,0,95.3566,436.039,1028.06,99.8038,445.019,1228.72,105.038,375.387,1464.35,-10.336,416.441,1362.04
128,0,100.922,434.529,1027.51,108.397,443.719,1228.19,110.882,374.284,1463.9,-2.15021,422.759,1361.92
129,0,106.312,432.777,1027.01,116.586,441.378,1227.34,116.633,372.766,1463.36,6.56563,428.503,1361.67
130,0,111.597,430.728,1026.29,124.812,438.776,1226.54,122.32,370.73,1462.82,15.6343,433.621,1361.29
131,0,116.482,428.25,1025.75,132.858,435.596,1225.6,127.879,368.237,1462.19,25.054,438.026,1360.77
132,0,121.279,425.575,1025.09,140.539,431.827,1224.6,133.338,365.246,1461.46,34.8881,441.632,1360.14
133,0,125.835,422.746,1024.39,148.137,427.539,1223.55,138.636,361.88,1460.81,44.9443,444.545,1359.39
134,0,130.265,419.703,1023.71,155.423,422.728,1222.6,143.54,357.822,1459.87,55.4958,446.745,1358.73
135,0,134.429,416.474,1022.98,162.501,417.552,1221.67,147.469,354.407,1459.08,65.7166,447.989,1357.69
136,0,138.392,413.095,1022.36,169.299,411.89,1220.87,152.618,349.296,1458.24,76.2583,448.577,1356.82
137,0,142.163,409.536,1021.65,175.829,405.797,1220.01,156.969,344.169,1457.38,86.901,448.288,1355.86
138,0,145.783,405.801,1020.99,182.012,399.212,1219.12,160.92,338.828,1456.47,97.5951,447.21,1354.71
139,0,149.261,401.972,1020.2,187.802,392.139,1218.01,164.661,333.098,1455.53,108.183,445.352,1353.35
140,0,152.607,397.942,1019.46,193.161,384.71,1216.85,168.039,327.12,1454.57,118.719,442.532,1351.86
141,0,155.739,393.725,1018.69,198.214,376.973,1215.71,171.039,320.902,1453.73,128.981,439.009,1350.32
142,0,158.656,389.41,1018.08,202.898,368.958,1214.58,173.573,314.354,1452.94,138.97,434.625,1348.76
143,0,161.582,385.034,1017.46,207.211,360.629,1213.59,175.596,307.681,1452.09,148.428,429.58,1347.14
144,0,163.813,380.426,1016.98,211.047,352.132,1212.74,177.359,300.976,1451.43,157.468,424.045,1345.62
145,0,165.974,375.764,1016.62,214.42,343.579,1212,177.913,294.214,1450.43,165.687,417.786,1344.05
146,0,167.961,370.991,1016.16,217.164,334.983,1211.36,178.504,287.582,1449.75,173.439,411.308,1342.6
147,0,169.828,366.228,1015.7,219.475,326.302,1210.78,178.644,281.053,1449.06,180.485,404.488,1341.1
148,0,171.53,361.443,1015.17,221.22,317.724,1210.22,179.468,274.069,1448.25,186.956,397.435,1339.66
149,0,173.022,356.706,1014.57,222.366,309.354,1209.58,178.931,267.862,1447.63,192.872,390.159,1338.21
150,0,174.422,351.902,1013.97,223.19,301.131,1209.03,178.076,261.856,1447.03,198.657,382.769,1336.67
151,0,175.517,347.197,1013.38,223.583,293.139,1208.45,176.915,255.976,1446.3,203.119,374.991,1334.98
152,0,176.431,342.524,1012.9,223.644,285.243,1207.84,175.721,250.479,1445.8,207.42,367.49,1333.66
153,0,176.873,337.609,1012.42,223.32,277.641,1207.27,174.34,245.192,1445.33,211.031,360.006,1332.24
154,0,177.342,332.898,1011.95,223.034,270.254,1206.58,172.803,240.185,1444.86,214.106,352.594,1330.81
155,0,177.637,328.269,1011.52,221.922,263.169,1205.99,171.179,235.492,1444.45,216.668,345.333,1329.38
156,0,177.731,323.729,1011.16,220.789,256.378,1205.6,169.464,231.025,1444.09,218.761,338.375,1328.1
157,0,177.679,319.355,1010.83,219.449,249.9,1205.25,167.836,226.883,1443.87,220.536,331.725,1326.94
158,0,177.589,315.14,1010.46,218.202,243.785,1204.9,166.135,223.155,1443.6,221.969,325.376,1325.92
159,0,177.412,311.095,1010.04,216.65,237.953,1204.55,164.195,219.791,1443.36,223.216,319.403,1324.99
160,0,177.115,307.282,1009.71,214.906,232.502,1204.27,162.342,216.765,1443.22,224.195,313.969,1324.32
161,0,176.684,303.646,1009.35,213.25,227.477,1204.1,160.52,214.006,1443.07,225.104,308.821,1323.63
162,0,176.21,300.2,1008.93,211.611,222.879,1203.84,158.783,211.579,1442.88,225.561,304.105,1322.79
163,0,175.599,296.925,1008.56,210.021,218.631,1203.57,157.242,209.408,1442.65,225.515,299.85,1322.03
164,0,175,293.802,1008.22,208.373,214.655,1203.29,155.709,207.533,1442.43,225.667,295.896,1321.32
165,0,174.444,290.911,1007.82,206.867,211.033,1202.89,154.366,205.965,1442.19,225.704,292.315,1320.58
166,0,173.89,288.149,1007.51,205.342,207.855,1202.58,153.167,204.645,1441.97,225.634,289.117,1319.84
167,0,173.387,285.544,1007.22,203.98,205.001,1202.27,152.057,203.5,1441.75,225.46,286.372,1319.04
168,0,172.783,283.154,1006.9,202.703,202.535,1201.87,151.166,202.487,1441.49,225.315,283.979,1318.38
169,0,172.113,280.986,1006.54,201.55,200.423,1201.37,150.511,201.645,1441.16,225.079,282.056,1317.72
170,0,171.362,279.079,1006.17,200.463,198.69,1200.87,149.896,201.039,1440.86,224.903,280.622,1317.22
171,0,170.575,277.465,1005.82,199.67,197.316,1200.4,149.483,200.635,1440.63,224.588,279.651,1316.85
172,0,169.876,276.102,1005.59,198.971,196.46,1200.06,149.061,200.393,1440.46,224.372,279.067,1316.65
173,0,169.369,275.156,1005.42,198.499,195.823,1199.8,148.816,200.253,1440.32,224.07,278.858,1316.51
174,0,168.986,274.483,1005.32,198.292,195.596,1199.59,148.597,200.28,1440.22,223.662,278.958,1316.4
175,0,168.673,274.238,1005.28,198.16,195.698,1199.52,148.485,200.454,1440.17,223.248,279.319,1316.34
176,0,168.427,274.387,1005.34,198.143,196.183,1199.48,148.494,200.805,1440.21,222.718,280.02,1316.32
177,0,168.412,274.93,1005.52,198.255,196.971,1199.49,148.668,201.263,1440.25,222.186,281.1,1316.41
178,0,168.395,275.795,1005.78,198.607,198.107,1199.52,149.009,201.911,1440.33,221.67,282.528,1316.57
179,0,168.094,276.939,1006.14,199.052,199.575,1199.62,149.317,202.718,1440.47,221.107,284.283,1316.8
180,0,167.692,278.399,1006.63,199.612,201.406,1199.85,149.763,203.724,1440.72,220.388,286.474,1317.15
181,0,167.396,280.12,1007.11,200.369,203.637,1200.18,150.229,204.9,1441.09,219.605,289.009,1317.71
182,0,167.228,282.088,1007.61,201.21,206.189,1200.71,150.792,206.308,1441.54,218.652,291.913,1318.41
183,0,167.327,284.32,1008.21,202.11,209.194,1201.3,151.322,208.036,1442.01,217.907,295.161,1319.21
184,0,167.425,286.78,1008.68,203.026,212.575,1201.89,151.945,209.923,1442.5,216.666,298.855,1320.08
185,0,167.448,289.376,1009.15,204.118,216.246,1202.42,152.666,212.028,1442.97,215.163,302.926,1321.06
186,0,167.549,292.198,1009.62,205.186,220.223,1202.97,153.467,214.382,1443.49,213.511,307.269,1321.98
187,0,167.558,295.129,1010.03,206.293,224.54,1203.5,154.181,217.016,1444.08,211.544,311.896,1322.77
188,0,167.448,298.201,1010.48,207.131,229.082,1204.04,154.713,219.862,1444.62,209.517,316.875,1323.91
189,0,167.219,301.424,1011,207.924,233.989,1204.68,155.262,222.96,1445.09,207.236,322.01,1324.83
190,0,166.806,304.695,1011.48,208.673,239.19,1205.31,155.922,226.326,1445.67,204.746,327.413,1325.74
191,0,166.239,308.144,1012,209.381,244.733,1205.97,156.455,229.997,1446.28,201.886,333.066,1326.65
192,0,165.522,311.75,1012.5,209.821,250.605,1206.75,156.951,233.935,1446.86,198.67,338.998,1327.66
193,0,164.684,315.386,1013.08,209.586,256.654,1207.49,157.326,238.123,1447.55,195.07,345.111,1328.67
194,0,163.918,319.357,1013.64,209.543,263.033,1208.18,157.47,242.634,1448.26,191.076,351.328,1329.67
195,0,162.561,322.992,1014.26,209.194,269.631,1208.96,157.496,247.323,1449.05,186.58,357.66,1330.78
196,0,161.337,326.955,1014.89,208.602,276.513,1209.92,157.275,252.246,1449.86,181.669,363.988,1331.84
197,0,159.958,331.079,1015.51,207.756,283.568,1210.86,156.705,257.464,1450.7,176.769,370.403,1333.05
198,0,158.425,335.343,1016.21,206.571,290.773,1211.95,155.395,263.336,1451.63,170.716,376.573,1334.23
199,0,156.633,339.782,1016.87,205.088,298.239,1212.95,154.386,268.744,1452.48,164.461,382.698,1335.29
200,0,154.538,344.405,1017.59,203.18,305.733,1213.93,152.992,274.453,1453.32,157.666,388.651,1336.29
201,0,152.268,349.09,1018.21,200.931,313.371,1214.95,151.379,280.126,1454.13,150.427,394.444,1337.29
202,0,150.025,353.823,1018.84,198.32,321.18,1215.98,149.599,286.075,1455.22,142.564,400.015,1338.13
203,0,147.172,358.541,1019.5,195.089,329.023,1217.11,147.115,291.938,1455.98,134.356,405.395,1339.09
204,0,144.312,363.201,1020.01,191.243,336.722,1218.26,144.38,297.795,1456.8,125.927,410.6,1339.9
205,0,141.29,367.715,1020.57,187.188,344.533,1219.29,141.373,303.714,1457.5,117.067,414.992,1340.67
206,0,138.005,372.099,1021.06,182.699,352.093,1220.22,137.914,309.404,1458.15,107.359,419.129,1341.4
207,0,134.43,376.402,1021.54,177.8,359.717,1221.23,134.07,315.141,1458.79,97.6398,422.736,1341.96
208,0,130.532,380.609,1022,172.557,367.197,1222.14,129.9,320.751,1459.37,87.4417,425.753,1342.35
209,0,126.313,384.715,1022.45,166.848,374.514,1223.01,125.54,326.322,1460.04,76.7922,428.3,1342.7
210,0,121.742,388.677,1022.86,160.496,381.601,1223.7,120.294,331.621,1460.44,65.8689,430.086,1342.89
211,0,116.817,392.485,1023.21,153.67,388.386,1224.17,114.945,336.794,1460.76,54.7703,431.299,1342.95
212,0,111.645,396.01,1023.48,146.404,395.023,1224.63,109.698,341.198,1461.09,43.4313,431.818,1342.86
213,0,106.403,399.546,1023.8,138.614,401.259,1224.99,103.62,345.698,1461.3,32.0279,431.56,1342.68
214,0,100.744,402.161,1023.93,130.343,406.911,1225.21,97.3758,350.211,1461.73,20.7355,430.677,1342.55
215,0,95.1801,404.907,1023.97,121.697,412.007,1225.41,90.5121,353.66,1461.8,9.44448,428.86,1342.26
216,0,89.6551,407.37,1024.02,112.722,416.32,1225.68,83.5717,356.861,1461.96,-1.71274,426.165,1341.89
217,0,84.0766,409.545,1024.09,103.447,420.055,1225.87,76.4403,359.575,1462.04,-12.7219,422.669,1341.37
218,0,78.5552,411.191,1024.16,94.5129,423.947,1226.01,69.2925,361.808,1462.04,-23.2968,418.335,1340.79
219,0,72.9356,412.517,1024.27,84.9596,426.292,1226.12,62.0319,363.593,1461.94,-33.4631,413.351,1340.05
220,0,67.3241,413.479,1024.37,75.4814,428.262,1226.09,54.7896,364.867,1461.73,-43.1414,407.736,1339.29
221,0,61.6651,414.079,1024.39,66.0989,429.624,1225.95,47.5451,365.658,1461.38,-52.254,401.432,1338.33
222,0,55.9469,414.382,1024.35,56.6547,430.262,1225.6,40.3958,365.965,1460.94,-60.9238,394.594,1337.37
223,0,50.2743,414.217,1024.21,47.3733,430.209,1225.08,33.2161,365.955,1460.44,-68.9817,387.194,1336.34
224,0,44.3862,413.876,1023.98,38.2713,429.438,1224.49,24.974,367.387,1460.39,-76.4413,379.159,1335.23
225,0,38.8199,412.971,1023.62,29.0208,428.438,1223.64,18.4475,365.582,1459.23,-83.7771,371.474,1334.2
226,0,33.2701,411.362,1023.15,19.8989,426.688,1222.65,12.0321,363.606,1458.38,-89.7804,362.233,1332.83
227,0,27.7759,409.675,1022.58,11.6249,423.495,1221.77,5.7815,361.183,1457.42,-95.1744,352.773,1331.53
228,0,22.44,407.671,1021.99,3.21879,420.215,1220.68,-0.313088,358.509,1456.39,-100.17,342.755,1330.18
229,0,17.2996,405.355,1021.33,-5.18279,416.07,1219.38,-6.84312,356.445,1455.73,-104.293,332.472,1328.98
230,0,12.5071,402.666,1020.7,-13.3118,411.774,1218.04,-13.1522,353.953,1454.73,-107.955,322.62,1327.81
